CDS_CODE,NCESDist,DISTRICT,SCHOOL,COUNTY,YEAR,SCHOOL_LEVEL,CAP_TOTAL,LEN_NCES_CODE,LEN_CDS_CODE,COUNTY_ID,SCHOOL_ID,DISTRICT_ID
07617136003792,0620310,Lafayette Elementary,Springhill Elementary,Contra Costa,2013,ELEMENTARY,557,7,13,13,6003792,20310
07617210107797,0621600,Liberty Union High,Heritage High,Contra Costa,2013,HIGH,2709,7,13,13,0107797,21600
07617210730457,0621600,Liberty Union High,Freedom High,Contra Costa,2013,HIGH,2861,7,13,13,0730457,21600
07617210730572,0621600,Liberty Union High,Independence High,Contra Costa,2013,HIGH,426,7,13,13,0730572,21600
07617210733980,0621600,Liberty Union High,Liberty High,Contra Costa,2013,HIGH,2629,7,13,13,0733980,21600
07617210733998,0621600,Liberty Union High,La Paloma High (Continuation),Contra Costa,2013,HIGH,192,7,13,13,0733998,21600
07617390730440,0624030,Martinez Unified,Vicente Martinez High,Contra Costa,2013,HIGH,122,7,13,13,0730440,24030
07617390730473,0624030,Martinez Unified,Briones (Alternative),Contra Costa,2013,ELEMENTARY,20,7,13,13,0730473,24030
07617390730473,0624030,Martinez Unified,Briones (Alternative),Contra Costa,2013,HIGH,21,7,13,13,0730473,24030
07617390730549,0624030,Martinez Unified,Alhambra Senior High,Contra Costa,2013,HIGH,1341,7,13,13,0730549,24030
07617396003826,0624030,Martinez Unified,John Muir Elementary,Contra Costa,2013,ELEMENTARY,419,7,13,13,6003826,24030
07617396003834,0624030,Martinez Unified,John Swett Elementary,Contra Costa,2013,ELEMENTARY,559,7,13,13,6003834,24030
07617396003842,0624030,Martinez Unified,Las Juntas Elementary,Contra Costa,2013,ELEMENTARY,499,7,13,13,6003842,24030
07617396003875,0624030,Martinez Unified,Morello Park Elementary,Contra Costa,2013,ELEMENTARY,595,7,13,13,6003875,24030
07617396057186,0624030,Martinez Unified,Martinez Junior High,Contra Costa,2013,MIDDLE,987,7,13,13,6057186,24030
07617476003909,0625740,Moraga Elementary,Camino Pablo Elementary,Contra Costa,2013,ELEMENTARY,467,7,13,13,6003909,25740
07617476003917,0625740,Moraga Elementary,Donald L. Rheem Elementary,Contra Costa,2013,ELEMENTARY,448,7,13,13,6003917,25740
07617476003925,0625740,Moraga Elementary,Joaquin Moraga Intermediate,Contra Costa,2013,MIDDLE,709,7,13,13,6003925,25740
07617476003933,0625740,Moraga Elementary,Los Perales Elementary,Contra Costa,2013,ELEMENTARY,417,7,13,13,6003933,25740
07617540000000,0626370,Mt. Diablo Unified,District Office,Contra Costa,2013,ELEMENTARY,54,7,13,13,0000000,26370
07617540106088,0626370,Mt. Diablo Unified,Delta View Elementary,Contra Costa,2013,ELEMENTARY,770,7,13,13,0106088,26370
07617540730044,0626370,Mt. Diablo Unified,Northgate High,Contra Costa,2013,HIGH,1833,7,13,13,0730044,26370
07617540730317,0626370,Mt. Diablo Unified,Horizons Alternative,Contra Costa,2013,ELEMENTARY,195,7,13,13,0730317,26370
07617540730317,0626370,Mt. Diablo Unified,Horizons Alternative,Contra Costa,2013,HIGH,10,7,13,13,0730317,26370
07617540730358,0626370,Mt. Diablo Unified,Prospect High (Continuation),Contra Costa,2013,HIGH,38,7,13,13,0730358,26370
07617540730655,0626370,Mt. Diablo Unified,Diablo Community Day,Contra Costa,2013,MIDDLE,17,7,13,13,0730655,26370
07617540731646,0626370,Mt. Diablo Unified,College Park High,Contra Costa,2013,HIGH,2173,7,13,13,0731646,26370
07617540731836,0626370,Mt. Diablo Unified,Concord High,Contra Costa,2013,HIGH,663,7,13,13,0731836,26370
07617540731836,0626370,Mt. Diablo Unified,Concord High,Contra Costa,2013,MIDDLE,971,7,13,13,0731836,26370
07617540734566,0626370,Mt. Diablo Unified,Mt. Diablo High,Contra Costa,2013,HIGH,1459,7,13,13,0734566,26370
07617540734764,0626370,Mt. Diablo Unified,Olympic Continuation High,Contra Costa,2013,HIGH,372,7,13,13,0734764,26370
07617540737809,0626370,Mt. Diablo Unified,Ygnacio Valley High,Contra Costa,2013,HIGH,1088,7,13,13,0737809,26370
07617540737809,0626370,Mt. Diablo Unified,Ygnacio Valley High,Contra Costa,2013,MIDDLE,201,7,13,13,0737809,26370
07617546003958,0626370,Mt. Diablo Unified,Ayers Elementary,Contra Costa,2013,ELEMENTARY,452,7,13,13,6003958,26370
07617546003966,0626370,Mt. Diablo Unified,Bancroft Elementary,Contra Costa,2013,ELEMENTARY,535,7,13,13,6003966,26370
07617546003974,0626370,Mt. Diablo Unified,Bel Air Elementary,Contra Costa,2013,ELEMENTARY,561,7,13,13,6003974,26370
07617546003982,0626370,Mt. Diablo Unified,Cambridge Elementary,Contra Costa,2013,ELEMENTARY,757,7,13,13,6003982,26370
07617546004030,0626370,Mt. Diablo Unified,El Dorado Middle,Contra Costa,2013,MIDDLE,1173,7,13,13,6004030,26370
07617546004048,0626370,Mt. Diablo Unified,El Monte Elementary,Contra Costa,2013,ELEMENTARY,526,7,13,13,6004048,26370
07617546004055,0626370,Mt. Diablo Unified,Fair Oaks Elementary,Contra Costa,2013,ELEMENTARY,441,7,13,13,6004055,26370
07617546004063,0626370,Mt. Diablo Unified,Foothill Middle,Contra Costa,2013,MIDDLE,1177,7,13,13,6004063,26370
07617546004097,0626370,Mt. Diablo Unified,Hidden Valley Elementary,Contra Costa,2013,ELEMENTARY,870,7,13,13,6004097,26370
07617546004105,0626370,Mt. Diablo Unified,Highlands Elementary,Contra Costa,2013,ELEMENTARY,724,7,13,13,6004105,26370
07617546004154,0626370,Mt. Diablo Unified,Meadow Homes Elementary,Contra Costa,2013,ELEMENTARY,996,7,13,13,6004154,26370
07617546004162,0626370,Mt. Diablo Unified,Monte Gardens Elementary,Contra Costa,2013,ELEMENTARY,644,7,13,13,6004162,26370
07617546004170,0626370,Mt. Diablo Unified,Mountain View Elementary,Contra Costa,2013,ELEMENTARY,435,7,13,13,6004170,26370
07617546004188,0626370,Mt. Diablo Unified,Mt. Diablo Elementary,Contra Costa,2013,ELEMENTARY,912,7,13,13,6004188,26370
07617546004196,0626370,Mt. Diablo Unified,Oak Grove Middle,Contra Costa,2013,MIDDLE,757,7,13,13,6004196,26370
07617546004220,0626370,Mt. Diablo Unified,Pine Hollow Middle,Contra Costa,2013,MIDDLE,731,7,13,13,6004220,26370
07617546004238,0626370,Mt. Diablo Unified,Sunrise (Special Education),Contra Costa,2013,ELEMENTARY,47,7,13,13,6004238,26370
07617546004246,0626370,Mt. Diablo Unified,Pleasant Hill Elementary,Contra Costa,2013,ELEMENTARY,751,7,13,13,6004246,26370
07617546004253,0626370,Mt. Diablo Unified,Sequoia Elementary,Contra Costa,2013,ELEMENTARY,638,7,13,13,6004253,26370
07617546004261,0626370,Mt. Diablo Unified,Riverview Middle,Contra Costa,2013,MIDDLE,830,7,13,13,6004261,26370
07617546004295,0626370,Mt. Diablo Unified,Shore Acres Elementary,Contra Costa,2013,ELEMENTARY,591,7,13,13,6004295,26370
07617546004303,0626370,Mt. Diablo Unified,Silverwood Elementary,Contra Costa,2013,ELEMENTARY,515,7,13,13,6004303,26370
07617546004311,0626370,Mt. Diablo Unified,Strandwood Elementary,Contra Costa,2013,ELEMENTARY,728,7,13,13,6004311,26370
07617546004329,0626370,Mt. Diablo Unified,Sun Terrace Elementary,Contra Costa,2013,ELEMENTARY,617,7,13,13,6004329,26370
07617546004337,0626370,Mt. Diablo Unified,Valhalla Elementary,Contra Costa,2013,ELEMENTARY,643,7,13,13,6004337,26370
07617546004345,0626370,Mt. Diablo Unified,Valle Verde Elementary,Contra Costa,2013,ELEMENTARY,505,7,13,13,6004345,26370
07617546004352,0626370,Mt. Diablo Unified,Valley View Middle,Contra Costa,2013,MIDDLE,951,7,13,13,6004352,26370
07617546004360,0626370,Mt. Diablo Unified,Walnut Acres Elementary,Contra Costa,2013,ELEMENTARY,643,7,13,13,6004360,26370
07617546004378,0626370,Mt. Diablo Unified,Westwood Elementary,Contra Costa,2013,ELEMENTARY,425,7,13,13,6004378,26370
07617546004394,0626370,Mt. Diablo Unified,Woodside Elementary,Contra Costa,2013,ELEMENTARY,473,7,13,13,6004394,26370
07617546004402,0626370,Mt. Diablo Unified,Wren Avenue Elementary,Contra Costa,2013,ELEMENTARY,604,7,13,13,6004402,26370
07617546004410,0626370,Mt. Diablo Unified,Ygnacio Valley Elementary,Contra Costa,2013,ELEMENTARY,581,7,13,13,6004410,26370
07617546096226,0626370,Mt. Diablo Unified,Rio Vista Elementary,Contra Costa,2013,ELEMENTARY,563,7,13,13,6096226,26370
07617546105357,0626370,Mt. Diablo Unified,Sequoia Middle,Contra Costa,2013,MIDDLE,1000,7,13,13,6105357,26370
07617546111504,0626370,Mt. Diablo Unified,Diablo View Middle,Contra Costa,2013,MIDDLE,717,7,13,13,6111504,26370
07617546112395,0626370,Mt. Diablo Unified,Gregory Gardens Elementary,Contra Costa,2013,ELEMENTARY,418,7,13,13,6112395,26370
07617546114904,0626370,Mt. Diablo Unified,Pleasant Hill Middle,Contra Costa,2013,MIDDLE,1061,7,13,13,6114904,26370
07617546118087,0626370,Mt. Diablo Unified,Eagle Peak Montessori,Contra Costa,2013,ELEMENTARY,236,7,13,13,6118087,26370
07617620110684,0628080,Oakley Union Elementary,Iron House Elementary,Contra Costa,2013,ELEMENTARY,837,7,13,13,0110684,28080
07617626004428,0628080,Oakley Union Elementary,Oakley Elementary,Contra Costa,2013,ELEMENTARY,540,7,13,13,6004428,28080
07617626096234,0628080,Oakley Union Elementary,Gehringer Elementary,Contra Costa,2013,ELEMENTARY,903,7,13,13,6096234,28080
07617626108765,0628080,Oakley Union Elementary,O'Hara Park Middle,Contra Costa,2013,MIDDLE,972,7,13,13,6108765,28080
07617626110803,0628080,Oakley Union Elementary,Laurel Elementary,Contra Costa,2013,ELEMENTARY,716,7,13,13,6110803,28080
07617626110811,0628080,Oakley Union Elementary,Vintage Parkway Elementary,Contra Costa,2013,ELEMENTARY,559,7,13,13,6110811,28080
07617626119226,0628080,Oakley Union Elementary,Delta Vista Middle,Contra Costa,2013,MIDDLE,866,7,13,13,6119226,28080
07617706004444,0628860,Orinda Union Elementary,Del Rey Elementary,Contra Costa,2013,ELEMENTARY,452,7,13,13,6004444,28860
07617706004451,0628860,Orinda Union Elementary,Glorietta Elementary,Contra Costa,2013,ELEMENTARY,454,7,13,13,6004451,28860
07617706004477,0628860,Orinda Union Elementary,Orinda Intermediate,Contra Costa,2013,MIDDLE,995,7,13,13,6004477,28860
07617706004501,0628860,Orinda Union Elementary,Sleepy Hollow Elementary,Contra Costa,2013,ELEMENTARY,414,7,13,13,6004501,28860
07617706066583,0628860,Orinda Union Elementary,Wagner Ranch Elementary,Contra Costa,2013,ELEMENTARY,427,7,13,13,6066583,28860
07617880116863,0630600,Pittsburg Unified,Marina Vista Elementary,Contra Costa,2013,ELEMENTARY,728,7,13,13,0116863,30600
07617880125435,0630600,Pittsburg Unified,Martin Luther King Jr. Junior High,Contra Costa,2013,MIDDLE,777,7,13,13,0125435,30600
07617880730184,0630600,Pittsburg Unified,Black Diamond High (Continuation),Contra Costa,2013,HIGH,309,7,13,13,0730184,30600
07617880735407,0630600,Pittsburg Unified,Pittsburg Senior High,Contra Costa,2013,HIGH,3258,7,13,13,0735407,30600
07617886004527,0630600,Pittsburg Unified,Heights Elementary,Contra Costa,2013,ELEMENTARY,696,7,13,13,6004527,30600
07617886004535,0630600,Pittsburg Unified,Highlands Elementary,Contra Costa,2013,ELEMENTARY,636,7,13,13,6004535,30600
07617886004543,0630600,Pittsburg Unified,Los Medanos Elementary,Contra Costa,2013,ELEMENTARY,871,7,13,13,6004543,30600
07617886004568,0630600,Pittsburg Unified,Parkside Elementary,Contra Costa,2013,ELEMENTARY,712,7,13,13,6004568,30600
07617886004576,0630600,Pittsburg Unified,Willow Cove Elementary,Contra Costa,2013,ELEMENTARY,798,7,13,13,6004576,30600
07617886061162,0630600,Pittsburg Unified,Hillview Junior High,Contra Costa,2013,MIDDLE,953,7,13,13,6061162,30600
07617886084966,0630600,Pittsburg Unified,Rancho Medanos Junior High,Contra Costa,2013,MIDDLE,967,7,13,13,6084966,30600
07617886098578,0630600,Pittsburg Unified,Foothill Elementary,Contra Costa,2013,ELEMENTARY,543,7,13,13,6098578,30600
07617886109383,0630600,Pittsburg Unified,Stoneman Elementary,Contra Costa,2013,ELEMENTARY,678,7,13,13,6109383,30600
07617960000000,0632550,West Contra Costa Unified,District Office,Contra Costa,2013,ELEMENTARY,21,7,13,13,0000000,32550
07617960000000,0632550,West Contra Costa Unified,District Office,Contra Costa,2013,HIGH,13,7,13,13,0000000,32550
07617960101477,0632550,West Contra Costa Unified,Leadership Public Schools: Richmond,Contra Costa,2013,HIGH,529,7,13,13,0101477,32550
07617960110973,0632550,West Contra Costa Unified,Richmond College Preparatory,Contra Costa,2013,ELEMENTARY,461,7,13,13,0110973,32550
07617960126805,0632550,West Contra Costa Unified,Richmond Charter Academy,Contra Costa,2013,MIDDLE,206,7,13,13,0126805,32550
07617960730291,0632550,West Contra Costa Unified,Middle College High,Contra Costa,2013,HIGH,302,7,13,13,0730291,32550
07617960730325,0632550,West Contra Costa Unified,Vista High (Alternative),Contra Costa,2013,ELEMENTARY,172,7,13,13,0730325,32550
07617960730325,0632550,West Contra Costa Unified,Vista High (Alternative),Contra Costa,2013,HIGH,38,7,13,13,0730325,32550
07617960730325,0632550,West Contra Costa Unified,Vista High (Alternative),Contra Costa,2013,MIDDLE,248,7,13,13,0730325,32550
07617960730598,0632550,West Contra Costa Unified,Hercules High,Contra Costa,2013,HIGH,1129,7,13,13,0730598,32550
07617960732164,0632550,West Contra Costa Unified,De Anza Senior High,Contra Costa,2013,HIGH,1251,7,13,13,0732164,32550
07617960732941,0632550,West Contra Costa Unified,El Cerrito Senior High,Contra Costa,2013,HIGH,1494,7,13,13,0732941,32550
07617960733253,0632550,West Contra Costa Unified,Gompers (Samuel) Continuation,Contra Costa,2013,HIGH,169,7,13,13,0733253,32550
07617960733659,0632550,West Contra Costa Unified,Kennedy High,Contra Costa,2013,HIGH,919,7,13,13,0733659,32550
07617960735316,0632550,West Contra Costa Unified,Pinole Valley High,Contra Costa,2013,HIGH,1400,7,13,13,0735316,32550
07617960735902,0632550,West Contra Costa Unified,Richmond High,Contra Costa,2013,HIGH,1663,7,13,13,0735902,32550
07617966004600,0632550,West Contra Costa Unified,Bayview Elementary,Contra Costa,2013,ELEMENTARY,770,7,13,13,6004600,32550
07617966004659,0632550,West Contra Costa Unified,Collins Elementary,Contra Costa,2013,ELEMENTARY,400,7,13,13,6004659,32550
07617966004667,0632550,West Contra Costa Unified,Coronado Elementary,Contra Costa,2013,ELEMENTARY,507,7,13,13,6004667,32550
07617966004691,0632550,West Contra Costa Unified,Dover Elementary,Contra Costa,2013,ELEMENTARY,858,7,13,13,6004691,32550
07617966004733,0632550,West Contra Costa Unified,Ellerhorst Elementary,Contra Costa,2013,ELEMENTARY,455,7,13,13,6004733,32550
07617966004741,0632550,West Contra Costa Unified,Highland Elementary,Contra Costa,2013,ELEMENTARY,573,7,13,13,6004741,32550
07617966004758,0632550,West Contra Costa Unified,Fairmont Elementary,Contra Costa,2013,ELEMENTARY,631,7,13,13,6004758,32550
07617966004766,0632550,West Contra Costa Unified,Ford Elementary,Contra Costa,2013,ELEMENTARY,542,7,13,13,6004766,32550
07617966004774,0632550,West Contra Costa Unified,Grant Elementary,Contra Costa,2013,ELEMENTARY,642,7,13,13,6004774,32550
07617966004782,0632550,West Contra Costa Unified,Harding Elementary,Contra Costa,2013,ELEMENTARY,406,7,13,13,6004782,32550
07617966004808,0632550,West Contra Costa Unified,Kensington Elementary,Contra Costa,2013,ELEMENTARY,576,7,13,13,6004808,32550
07617966004824,0632550,West Contra Costa Unified,Lake Elementary,Contra Costa,2013,ELEMENTARY,471,7,13,13,6004824,32550
07617966004832,0632550,West Contra Costa Unified,Lincoln Elementary,Contra Costa,2013,ELEMENTARY,513,7,13,13,6004832,32550
07617966004840,0632550,West Contra Costa Unified,Madera Elementary,Contra Costa,2013,ELEMENTARY,603,7,13,13,6004840,32550
07617966004857,0632550,West Contra Costa Unified,Mira Vista Elementary,Contra Costa,2013,ELEMENTARY,597,7,13,13,6004857,32550
07617966004865,0632550,West Contra Costa Unified,Montalvin Manor Elementary,Contra Costa,2013,ELEMENTARY,457,7,13,13,6004865,32550
07617966004873,0632550,West Contra Costa Unified,Murphy Elementary,Contra Costa,2013,ELEMENTARY,543,7,13,13,6004873,32550
07617966004881,0632550,West Contra Costa Unified,Nystrom Elementary,Contra Costa,2013,ELEMENTARY,553,7,13,13,6004881,32550
07617966004899,0632550,West Contra Costa Unified,Olinda Elementary,Contra Costa,2013,ELEMENTARY,387,7,13,13,6004899,32550
07617966004907,0632550,West Contra Costa Unified,Peres Elementary,Contra Costa,2013,ELEMENTARY,617,7,13,13,6004907,32550
07617966004915,0632550,West Contra Costa Unified,King Elementary,Contra Costa,2013,ELEMENTARY,553,7,13,13,6004915,32550
07617966004931,0632550,West Contra Costa Unified,Riverside Elementary,Contra Costa,2013,ELEMENTARY,468,7,13,13,6004931,32550
07617966004956,0632550,West Contra Costa Unified,Shannon Elementary,Contra Costa,2013,ELEMENTARY,389,7,13,13,6004956,32550
07617966004964,0632550,West Contra Costa Unified,Sheldon Elementary,Contra Costa,2013,ELEMENTARY,405,7,13,13,6004964,32550
07617966004972,0632550,West Contra Costa Unified,Stege Elementary,Contra Costa,2013,ELEMENTARY,382,7,13,13,6004972,32550
07617966004980,0632550,West Contra Costa Unified,Stewart Elementary,Contra Costa,2013,ELEMENTARY,512,7,13,13,6004980,32550
07617966004998,0632550,West Contra Costa Unified,Tara Hills Elementary,Contra Costa,2013,ELEMENTARY,616,7,13,13,6004998,32550
07617966005003,0632550,West Contra Costa Unified,Valley View Elementary,Contra Costa,2013,ELEMENTARY,369,7,13,13,6005003,32550
07617966005011,0632550,West Contra Costa Unified,Verde Elementary,Contra Costa,2013,ELEMENTARY,352,7,13,13,6005011,32550
07617966005037,0632550,West Contra Costa Unified,Washington Elementary,Contra Costa,2013,ELEMENTARY,531,7,13,13,6005037,32550
07617966005045,0632550,West Contra Costa Unified,Wilson Elementary,Contra Costa,2013,ELEMENTARY,565,7,13,13,6005045,32550
07617966057210,0632550,West Contra Costa Unified,Edward M. Downer Elementary,Contra Costa,2013,ELEMENTARY,753,7,13,13,6057210,32550
07617966057228,0632550,West Contra Costa Unified,Helms Middle,Contra Costa,2013,MIDDLE,1075,7,13,13,6057228,32550
07617966057236,0632550,West Contra Costa Unified,Pinole Middle,Contra Costa,2013,MIDDLE,699,7,13,13,6057236,32550
07617966057244,0632550,West Contra Costa Unified,Portola Junior High,Contra Costa,2013,MIDDLE,582,7,13,13,6057244,32550
07617966061170,0632550,West Contra Costa Unified,Crespi Junior High,Contra Costa,2013,MIDDLE,643,7,13,13,6061170,32550
07617966097141,0632550,West Contra Costa Unified,Lupine Hills Elementary,Contra Costa,2013,ELEMENTARY,440,7,13,13,6097141,32550
07617966099717,0632550,West Contra Costa Unified,Ohlone Elementary,Contra Costa,2013,ELEMENTARY,387,7,13,13,6099717,32550
07617966112015,0632550,West Contra Costa Unified,Hanna Ranch Elementary,Contra Costa,2013,ELEMENTARY,540,7,13,13,6112015,32550
07617966114094,0632550,West Contra Costa Unified,Cesar E. Chavez Elementary,Contra Costa,2013,ELEMENTARY,747,7,13,13,6114094,32550
07617966119515,0632550,West Contra Costa Unified,Hercules Middle,Contra Costa,2013,MIDDLE,748,7,13,13,6119515,32550
07617966120885,0632550,West Contra Costa Unified,Lovonya DeJean Middle,Contra Costa,2013,MIDDLE,698,7,13,13,6120885,32550
07618040102566,0635130,San Ramon Valley Unified,Hidden Hills Elementary,Contra Costa,2013,ELEMENTARY,1201,7,13,13,0102566,35130
07618040108324,0635130,San Ramon Valley Unified,Windemere Ranch Middle,Contra Costa,2013,MIDDLE,1384,7,13,13,0108324,35130
07618040109173,0635130,San Ramon Valley Unified,Quail Run Elementary,Contra Costa,2013,ELEMENTARY,1180,7,13,13,0109173,35130
07618040113118,0635130,San Ramon Valley Unified,Dougherty Valley High,Contra Costa,2013,HIGH,2660,7,13,13,0113118,35130
07618040113589,0635130,San Ramon Valley Unified,Live Oak Elementary,Contra Costa,2013,ELEMENTARY,1264,7,13,13,0113589,35130
07618040116541,0635130,San Ramon Valley Unified,Gale Ranch Middle,Contra Costa,2013,MIDDLE,1149,7,13,13,0116541,35130
07618040119032,0635130,San Ramon Valley Unified,Creekside Elementary,Contra Costa,2013,ELEMENTARY,827,7,13,13,0119032,35130
07618040730051,0635130,San Ramon Valley Unified,California High,Contra Costa,2013,HIGH,2912,7,13,13,0730051,35130
07618040730218,0635130,San Ramon Valley Unified,Venture (Alternative),Contra Costa,2013,ELEMENTARY,194,7,13,13,0730218,35130
07618040730218,0635130,San Ramon Valley Unified,Venture (Alternative),Contra Costa,2013,HIGH,25,7,13,13,0730218,35130
07618040730218,0635130,San Ramon Valley Unified,Venture (Alternative),Contra Costa,2013,MIDDLE,47,7,13,13,0730218,35130
07618040734368,0635130,San Ramon Valley Unified,Monte Vista High,Contra Costa,2013,HIGH,2469,7,13,13,0734368,35130
07618040736504,0635130,San Ramon Valley Unified,San Ramon Valley High,Contra Costa,2013,HIGH,2462,7,13,13,0736504,35130
07618040736819,0635130,San Ramon Valley Unified,Del Amigo High (Continuation),Contra Costa,2013,HIGH,52,7,13,13,0736819,35130
07618046005060,0635130,San Ramon Valley Unified,Alamo Elementary,Contra Costa,2013,ELEMENTARY,367,7,13,13,6005060,35130
07618046005078,0635130,San Ramon Valley Unified,Charlotte Wood Middle,Contra Costa,2013,MIDDLE,1208,7,13,13,6005078,35130
07618046005086,0635130,San Ramon Valley Unified,Country Club Elementary,Contra Costa,2013,ELEMENTARY,573,7,13,13,6005086,35130
07618046005094,0635130,San Ramon Valley Unified,Green Valley Elementary,Contra Costa,2013,ELEMENTARY,634,7,13,13,6005094,35130
07618046005102,0635130,San Ramon Valley Unified,John Baldwin Elementary,Contra Costa,2013,ELEMENTARY,598,7,13,13,6005102,35130
07618046005110,0635130,San Ramon Valley Unified,Los Cerros Middle,Contra Costa,2013,MIDDLE,732,7,13,13,6005110,35130
07618046005128,0635130,San Ramon Valley Unified,Montair Elementary,Contra Costa,2013,ELEMENTARY,633,7,13,13,6005128,35130
07618046005136,0635130,San Ramon Valley Unified,Rancho Romero Elementary,Contra Costa,2013,ELEMENTARY,575,7,13,13,6005136,35130
07618046005144,0635130,San Ramon Valley Unified,Stone Valley Middle,Contra Costa,2013,MIDDLE,674,7,13,13,6005144,35130
07618046005151,0635130,San Ramon Valley Unified,Vista Grande Elementary,Contra Costa,2013,ELEMENTARY,746,7,13,13,6005151,35130
07618046066591,0635130,San Ramon Valley Unified,Neil A. Armstrong Elementary,Contra Costa,2013,ELEMENTARY,697,7,13,13,6066591,35130
07618046071039,0635130,San Ramon Valley Unified,Walt Disney Elementary,Contra Costa,2013,ELEMENTARY,607,7,13,13,6071039,35130
07618046089130,0635130,San Ramon Valley Unified,Twin Creeks Elementary,Contra Costa,2013,ELEMENTARY,588,7,13,13,6089130,35130
07618046096036,0635130,San Ramon Valley Unified,Greenbrook Elementary,Contra Costa,2013,ELEMENTARY,713,7,13,13,6096036,35130
07618046097158,0635130,San Ramon Valley Unified,Montevideo Elementary,Contra Costa,2013,ELEMENTARY,746,7,13,13,6097158,35130
07618046097166,0635130,San Ramon Valley Unified,Pine Valley Middle,Contra Costa,2013,MIDDLE,1060,7,13,13,6097166,35130
07618046100952,0635130,San Ramon Valley Unified,Bollinger Canyon Elementary,Contra Costa,2013,ELEMENTARY,632,7,13,13,6100952,35130
07618046108161,0635130,San Ramon Valley Unified,Golden View Elementary,Contra Costa,2013,ELEMENTARY,670,7,13,13,6108161,35130
07618046110449,0635130,San Ramon Valley Unified,Sycamore Valley Elementary,Contra Costa,2013,ELEMENTARY,724,7,13,13,6110449,35130
07618046113336,0635130,San Ramon Valley Unified,Iron Horse Middle,Contra Costa,2013,MIDDLE,1150,7,13,13,6113336,35130
07618046114326,0635130,San Ramon Valley Unified,Tassajara Hills Elementary,Contra Costa,2013,ELEMENTARY,624,7,13,13,6114326,35130
07618046117451,0635130,San Ramon Valley Unified,Diablo Vista Middle,Contra Costa,2013,MIDDLE,964,7,13,13,6117451,35130
07618046117485,0635130,San Ramon Valley Unified,Coyote Creek Elementary,Contra Costa,2013,ELEMENTARY,1192,7,13,13,6117485,35130
07618126005169,0641250,Walnut Creek Elementary,Buena Vista Elementary,Contra Costa,2013,ELEMENTARY,585,7,13,13,6005169,41250
07618126005177,0641250,Walnut Creek Elementary,Indian Valley Elementary,Contra Costa,2013,ELEMENTARY,540,7,13,13,6005177,41250
07618126005185,0641250,Walnut Creek Elementary,Murwood Elementary,Contra Costa,2013,ELEMENTARY,444,7,13,13,6005185,41250
07618126005193,0641250,Walnut Creek Elementary,Parkmead Elementary,Contra Costa,2013,ELEMENTARY,578,7,13,13,6005193,41250
07618126005235,0641250,Walnut Creek Elementary,Walnut Creek Intermediate,Contra Costa,2013,MIDDLE,1324,7,13,13,6005235,41250
07618126005243,0641250,Walnut Creek Elementary,Walnut Heights Elementary,Contra Costa,2013,ELEMENTARY,461,7,13,13,6005243,41250
21102152130037,0691018,Marin County Office of Education,Marin County Community,Marin,2013,HIGH,25,7,14,41,2130037,91018
21102152130037,0691018,Marin County Office of Education,Marin County Community,Marin,2013,MIDDLE,68,7,14,41,2130037,91018
21102156069504,0691018,Marin County Office of Education,Marin County Special Education,Marin,2013,ELEMENTARY,189,7,14,41,6069504,91018
21653006024137,0605520,Bolinas-Stinson Union,Bolinas-Stinson Elementary,Marin,2013,ELEMENTARY,129,7,14,41,6024137,05520
21653186024160,0611220,Dixie Elementary,Dixie Elementary,Marin,2013,ELEMENTARY,437,7,14,41,6024160,11220
21653186024194,0611220,Dixie Elementary,Mary E. Silveira Elementary,Marin,2013,ELEMENTARY,504,7,14,41,6024194,11220
21653186024202,0611220,Dixie Elementary,Miller Creek Middle,Marin,2013,MIDDLE,696,7,14,41,6024202,11220
21653186024244,0611220,Dixie Elementary,Vallecito Elementary,Marin,2013,ELEMENTARY,506,7,14,41,6024244,11220
21653346024319,0619380,Kentfield Elementary,Anthony G. Bacich Elementary,Marin,2013,ELEMENTARY,779,7,14,41,6024319,19380
21653346068308,0619380,Kentfield Elementary,Adaline E. Kent Middle,Marin,2013,ELEMENTARY,604,7,14,41,6068308,19380
21653426024327,0620430,Laguna Joint Elementary,Laguna Elementary,Marin,2013,ELEMENTARY,14,7,14,41,6024327,20430
21653596024335,0620520,Lagunitas Elementary,Lagunitas Elementary,Marin,2013,ELEMENTARY,178,7,14,41,6024335,20520
21653596024343,0620520,Lagunitas Elementary,San Geronimo Valley Elementary,Marin,2013,ELEMENTARY,159,7,14,41,6024343,20520
21653676024350,0620910,Larkspur-Corte Madera,Hall Middle,Marin,2013,ELEMENTARY,690,7,14,41,6024350,20910
21653676024376,0620910,Larkspur-Corte Madera,Neil Cummins Elementary,Marin,2013,ELEMENTARY,933,7,14,41,6024376,20910
21653916024418,0624870,Mill Valley Elementary,Edna Maguire Elementary,Marin,2013,ELEMENTARY,671,7,14,41,6024418,24870
21653916024442,0624870,Mill Valley Elementary,Old Mill Elementary,Marin,2013,ELEMENTARY,373,7,14,41,6024442,24870
21653916024459,0624870,Mill Valley Elementary,Park Elementary,Marin,2013,ELEMENTARY,404,7,14,41,6024459,24870
21653916024467,0624870,Mill Valley Elementary,Strawberry Point Elementary,Marin,2013,ELEMENTARY,481,7,14,41,6024467,24870
21653916024475,0624870,Mill Valley Elementary,Tamalpais Valley Elementary,Marin,2013,ELEMENTARY,558,7,14,41,6024475,24870
