CDS_CODE,NCESDist,DISTRICT,SCHOOL,COUNTY,YEAR,SCHOOL_LEVEL,CAP_TOTAL,LEN_NCES_CODE,LEN_CDS_CODE,COUNTY_ID,SCHOOL_ID,DISTRICT_ID
01100170112607,0691051,Alameda County Office of Education,Envision Academy for Arts & Technology,Alameda,2013,HIGH,377,7,13,01,0112607,91051
01100170123968,0691051,Alameda County Office of Education,Community School for Creative Education,Alameda,2013,ELEMENTARY,186,7,13,01,0123968,91051
01100170124172,0691051,Alameda County Office of Education,Yu Ming Charter,Alameda,2013,ELEMENTARY,231,7,13,01,0124172,91051
01100170125567,0691051,Alameda County Office of Education,Urban Montessori Charter,Alameda,2013,ELEMENTARY,233,7,13,01,0125567,91051
01100170130401,0691051,Alameda County Office of Education,Alameda County Juvenile Hall/Court,Alameda,2013,HIGH,38,7,13,01,0130401,91051
01100170130401,0691051,Alameda County Office of Education,Alameda County Juvenile Hall/Court,Alameda,2013,MIDDLE,166,7,13,01,0130401,91051
01100170130419,0691051,Alameda County Office of Education,Alameda County Community,Alameda,2013,HIGH,120,7,13,01,0130419,91051
01100170130419,0691051,Alameda County Office of Education,Alameda County Community,Alameda,2013,MIDDLE,182,7,13,01,0130419,91051
01100176001788,0691051,Alameda County Office of Education,Cox Academy,Alameda,2013,ELEMENTARY,619,7,13,01,6001788,91051
01100176002000,0691051,Alameda County Office of Education,Lazear Charter Academy,Alameda,2013,ELEMENTARY,440,7,13,01,6002000,91051
01316090131755,0600002,California School for the Blind (State Special Sch,California School for the Blind,Alameda,2013,HIGH,77,7,13,01,0131755,00002
01316170131763,0600003,California School for the Deaf-Fremont (State Spec,California School for the Deaf-Fremont,Alameda,2013,ELEMENTARY,441,7,13,01,0131763,00003
01611190106401,0601770,Alameda Unified,Alameda Science and Technology Institute,Alameda,2013,HIGH,142,7,13,01,0106401,01770
01611190106401,0601770,Alameda Unified,Alameda Science and Technology Institute,Alameda,2013,MIDDLE,43,7,13,01,0106401,01770
01611190111765,0601770,Alameda Unified,Ruby Bridges Elementary,Alameda,2013,ELEMENTARY,643,7,13,01,0111765,01770
01611190119222,0601770,Alameda Unified,Nea Community Learning Center,Alameda,2013,ELEMENTARY,562,7,13,01,0119222,01770
01611190122085,0601770,Alameda Unified,The Academy of Alameda,Alameda,2013,ELEMENTARY,50,7,13,01,0122085,01770
01611190122085,0601770,Alameda Unified,The Academy of Alameda,Alameda,2013,MIDDLE,481,7,13,01,0122085,01770
01611190130229,0601770,Alameda Unified,Alameda High,Alameda,2013,HIGH,1994,7,13,01,0130229,01770
01611190130609,0601770,Alameda Unified,Alameda Community Learning Center,Alameda,2013,MIDDLE,364,7,13,01,0130609,01770
01611190134304,0601770,Alameda Unified,Island High (Continuation),Alameda,2013,HIGH,185,7,13,01,0134304,01770
01611196090013,0601770,Alameda Unified,Edison Elementary,Alameda,2013,ELEMENTARY,537,7,13,01,6090013,01770
01611196090021,0601770,Alameda Unified,Frank Otis Elementary,Alameda,2013,ELEMENTARY,625,7,13,01,6090021,01770
01611196090039,0601770,Alameda Unified,Franklin Elementary,Alameda,2013,ELEMENTARY,340,7,13,01,6090039,01770
01611196090047,0601770,Alameda Unified,Henry Haight Elementary,Alameda,2013,ELEMENTARY,484,7,13,01,6090047,01770
01611196090054,0601770,Alameda Unified,Lincoln Middle,Alameda,2013,MIDDLE,1066,7,13,01,6090054,01770
01611196090112,0601770,Alameda Unified,Will C. Wood Middle,Alameda,2013,MIDDLE,473,7,13,01,6090112,01770
01611196090120,0601770,Alameda Unified,William G. Paden Elementary,Alameda,2013,ELEMENTARY,360,7,13,01,6090120,01770
01611196100374,0601770,Alameda Unified,Amelia Earhart Elementary,Alameda,2013,ELEMENTARY,685,7,13,01,6100374,01770
01611196110779,0601770,Alameda Unified,Bay Farm,Alameda,2013,ELEMENTARY,621,7,13,01,6110779,01770
01611270130294,0601860,Albany City Unified,MacGregor High (Continuation),Alameda,2013,HIGH,17,7,13,01,0130294,01860
01611270130450,0601860,Albany City Unified,Albany High,Alameda,2013,HIGH,1090,7,13,01,0130450,01860
01611270130450,0601860,Albany City Unified,Albany High,Alameda,2013,MIDDLE,227,7,13,01,0130450,01860
01611276090146,0601860,Albany City Unified,Cornell Elementary,Alameda,2013,ELEMENTARY,650,7,13,01,6090146,01860
01611276090161,0601860,Albany City Unified,Albany Middle,Alameda,2013,ELEMENTARY,159,7,13,01,6090161,01860
01611276090161,0601860,Albany City Unified,Albany Middle,Alameda,2013,MIDDLE,805,7,13,01,6090161,01860
01611276095376,0601860,Albany City Unified,Marin Elementary,Alameda,2013,ELEMENTARY,596,7,13,01,6095376,01860
01611276116222,0601860,Albany City Unified,Ocean View Elementary,Alameda,2013,ELEMENTARY,718,7,13,01,6116222,01860
01611430131177,0604740,Berkeley Unified,Berkeley High,Alameda,2013,HIGH,3514,7,13,01,0131177,04740
01611430134924,0604740,Berkeley Unified,Berkeley Technology Academy,Alameda,2013,HIGH,110,7,13,01,0134924,04740
01611436056857,0604740,Berkeley Unified,Martin Luther King Middle,Alameda,2013,MIDDLE,1017,7,13,01,6056857,04740
01611436056865,0604740,Berkeley Unified,Willard Middle,Alameda,2013,MIDDLE,567,7,13,01,6056865,04740
01611436090187,0604740,Berkeley Unified,Rosa Parks Environmental Science Magnet,Alameda,2013,ELEMENTARY,535,7,13,01,6090187,04740
01611436090195,0604740,Berkeley Unified,Cragmont Elementary,Alameda,2013,ELEMENTARY,463,7,13,01,6090195,04740
01611436090211,0604740,Berkeley Unified,Emerson Elementary,Alameda,2013,ELEMENTARY,327,7,13,01,6090211,04740
01611436090252,0604740,Berkeley Unified,Jefferson Elementary,Alameda,2013,ELEMENTARY,372,7,13,01,6090252,04740
01611436090278,0604740,Berkeley Unified,Leconte Elementary,Alameda,2013,ELEMENTARY,380,7,13,01,6090278,04740
01611436090286,0604740,Berkeley Unified,Malcolm X Elementary,Alameda,2013,ELEMENTARY,583,7,13,01,6090286,04740
01611436090294,0604740,Berkeley Unified,Longfellow Arts and Technology Middle,Alameda,2013,MIDDLE,554,7,13,01,6090294,04740
01611436090302,0604740,Berkeley Unified,Oxford Elementary,Alameda,2013,ELEMENTARY,351,7,13,01,6090302,04740
01611436090310,0604740,Berkeley Unified,Thousand Oaks Elementary,Alameda,2013,ELEMENTARY,521,7,13,01,6090310,04740
01611436090328,0604740,Berkeley Unified,Washington Elementary,Alameda,2013,ELEMENTARY,521,7,13,01,6090328,04740
01611436097729,0604740,Berkeley Unified,Berkeley Arts Magnet at Whittier,Alameda,2013,ELEMENTARY,464,7,13,01,6097729,04740
01611436105316,0604740,Berkeley Unified,John Muir Elementary,Alameda,2013,ELEMENTARY,309,7,13,01,6105316,04740
01611500130047,0607800,Castro Valley Unified,Roy A. Johnson High,Alameda,2013,HIGH,15,7,13,01,0130047,07800
01611500132225,0607800,Castro Valley Unified,Castro Valley High,Alameda,2013,HIGH,3352,7,13,01,0132225,07800
01611500135533,0607800,Castro Valley Unified,Redwood Continuation High,Alameda,2013,HIGH,134,7,13,01,0135533,07800
01611506090351,0607800,Castro Valley Unified,Castro Valley Elementary,Alameda,2013,ELEMENTARY,541,7,13,01,6090351,07800
01611506090369,0607800,Castro Valley Unified,Chabot Elementary,Alameda,2013,ELEMENTARY,495,7,13,01,6090369,07800
01611506090385,0607800,Castro Valley Unified,Creekside Middle,Alameda,2013,MIDDLE,871,7,13,01,6090385,07800
01611506090393,0607800,Castro Valley Unified,Independent Elementary,Alameda,2013,ELEMENTARY,695,7,13,01,6090393,07800
01611506090401,0607800,Castro Valley Unified,Marshall Elementary,Alameda,2013,ELEMENTARY,509,7,13,01,6090401,07800
01611506090419,0607800,Castro Valley Unified,Palomares Elementary,Alameda,2013,ELEMENTARY,165,7,13,01,6090419,07800
01611506090435,0607800,Castro Valley Unified,Proctor Elementary,Alameda,2013,ELEMENTARY,591,7,13,01,6090435,07800
01611506090468,0607800,Castro Valley Unified,Stanton Elementary,Alameda,2013,ELEMENTARY,493,7,13,01,6090468,07800
01611506090484,0607800,Castro Valley Unified,Vannoy Elementary,Alameda,2013,ELEMENTARY,458,7,13,01,6090484,07800
01611506097653,0607800,Castro Valley Unified,Canyon Middle,Alameda,2013,MIDDLE,1512,7,13,01,6097653,07800
01611506113005,0607800,Castro Valley Unified,Jensen Ranch Elementary,Alameda,2013,ELEMENTARY,496,7,13,01,6113005,07800
01611680132746,0612630,Emery Unified,Emery Secondary,Alameda,2013,HIGH,158,7,13,01,0132746,12630
01611680132746,0612630,Emery Unified,Emery Secondary,Alameda,2013,MIDDLE,84,7,13,01,0132746,12630
01611686090492,0612630,Emery Unified,Anna Yates Elementary,Alameda,2013,ELEMENTARY,557,7,13,01,6090492,12630
01611760127233,0614400,Fremont Unified,Young Adult Program,Alameda,2013,HIGH,19,7,13,01,0127233,14400
01611760130062,0614400,Fremont Unified,American High,Alameda,2013,HIGH,2188,7,13,01,0130062,14400
01611760130138,0614400,Fremont Unified,Robertson High (Continuation),Alameda,2013,HIGH,236,7,13,01,0130138,14400
01611760130435,0614400,Fremont Unified,Vista Alternative,Alameda,2013,HIGH,35,7,13,01,0130435,14400
01611760130435,0614400,Fremont Unified,Vista Alternative,Alameda,2013,MIDDLE,36,7,13,01,0130435,14400
01611760130534,0614400,Fremont Unified,Circle of Independent Learning,Alameda,2013,ELEMENTARY,237,7,13,01,0130534,14400
01611760134270,0614400,Fremont Unified,Irvington High,Alameda,2013,HIGH,2430,7,13,01,0134270,14400
01611760134452,0614400,Fremont Unified,John F. Kennedy High,Alameda,2013,HIGH,1573,7,13,01,0134452,14400
01611760135244,0614400,Fremont Unified,Mission San Jose High,Alameda,2013,HIGH,2418,7,13,01,0135244,14400
01611760138693,0614400,Fremont Unified,Washington High,Alameda,2013,HIGH,2048,7,13,01,0138693,14400
01611766000541,0614400,Fremont Unified,John Blacow Elementary,Alameda,2013,ELEMENTARY,516,7,13,01,6000541,14400
01611766000558,0614400,Fremont Unified,Brier Elementary,Alameda,2013,ELEMENTARY,789,7,13,01,6000558,14400
01611766000566,0614400,Fremont Unified,Cabrillo Elementary,Alameda,2013,ELEMENTARY,481,7,13,01,6000566,14400
01611766000590,0614400,Fremont Unified,E. M. Grimmer Elementary,Alameda,2013,ELEMENTARY,425,7,13,01,6000590,14400
01611766000624,0614400,Fremont Unified,Glenmoor Elementary,Alameda,2013,ELEMENTARY,714,7,13,01,6000624,14400
01611766000640,0614400,Fremont Unified,Harvey Green Elementary,Alameda,2013,ELEMENTARY,499,7,13,01,6000640,14400
01611766000665,0614400,Fremont Unified,J. Haley Durham Elementary,Alameda,2013,ELEMENTARY,502,7,13,01,6000665,14400
01611766000673,0614400,Fremont Unified,James Leitch Elementary,Alameda,2013,ELEMENTARY,970,7,13,01,6000673,14400
01611766000681,0614400,Fremont Unified,Joseph Azevada Elementary,Alameda,2013,ELEMENTARY,646,7,13,01,6000681,14400
01611766000715,0614400,Fremont Unified,Tom Maloney Elementary,Alameda,2013,ELEMENTARY,670,7,13,01,6000715,14400
01611766000723,0614400,Fremont Unified,John G. Mattos Elementary,Alameda,2013,ELEMENTARY,674,7,13,01,6000723,14400
01611766000749,0614400,Fremont Unified,Mission Valley Elementary,Alameda,2013,ELEMENTARY,745,7,13,01,6000749,14400
01611766000756,0614400,Fremont Unified,Niles Elementary,Alameda,2013,ELEMENTARY,659,7,13,01,6000756,14400
01611766000764,0614400,Fremont Unified,O. N. Hirsch Elementary,Alameda,2013,ELEMENTARY,594,7,13,01,6000764,14400
01611766000798,0614400,Fremont Unified,Parkmont Elementary,Alameda,2013,ELEMENTARY,1025,7,13,01,6000798,14400
01611766000806,0614400,Fremont Unified,Patterson Elementary,Alameda,2013,ELEMENTARY,712,7,13,01,6000806,14400
01611766000830,0614400,Fremont Unified,Vallejo Mill Elementary,Alameda,2013,ELEMENTARY,596,7,13,01,6000830,14400
01611766000848,0614400,Fremont Unified,Warm Springs Elementary,Alameda,2013,ELEMENTARY,1107,7,13,01,6000848,14400
01611766056873,0614400,Fremont Unified,Centerville Junior High,Alameda,2013,MIDDLE,1050,7,13,01,6056873,14400
01611766056881,0614400,Fremont Unified,G. M. Walters Junior High,Alameda,2013,MIDDLE,858,7,13,01,6056881,14400
01611766056907,0614400,Fremont Unified,John M. Horner Junior High,Alameda,2013,MIDDLE,1205,7,13,01,6056907,14400
01611766056915,0614400,Fremont Unified,Thornton Junior High,Alameda,2013,MIDDLE,1199,7,13,01,6056915,14400
01611766056923,0614400,Fremont Unified,William Hopkins Junior High,Alameda,2013,MIDDLE,1156,7,13,01,6056923,14400
01611766066468,0614400,Fremont Unified,John Gomes Elementary,Alameda,2013,ELEMENTARY,895,7,13,01,6066468,14400
01611766089320,0614400,Fremont Unified,Brookvale Elementary,Alameda,2013,ELEMENTARY,638,7,13,01,6089320,14400
01611766089619,0614400,Fremont Unified,Warwick Elementary,Alameda,2013,ELEMENTARY,955,7,13,01,6089619,14400
01611766090526,0614400,Fremont Unified,Joshua Chadbourne Elementary,Alameda,2013,ELEMENTARY,910,7,13,01,6090526,14400
01611766090534,0614400,Fremont Unified,Mission San Jose Elementary,Alameda,2013,ELEMENTARY,678,7,13,01,6090534,14400
01611766090542,0614400,Fremont Unified,Oliveira Elementary,Alameda,2013,ELEMENTARY,740,7,13,01,6090542,14400
01611766090559,0614400,Fremont Unified,Steven Millard Elementary,Alameda,2013,ELEMENTARY,658,7,13,01,6090559,14400
01611766104723,0614400,Fremont Unified,Ardenwood Elementary,Alameda,2013,ELEMENTARY,1050,7,13,01,6104723,14400
01611766106983,0614400,Fremont Unified,Fred E. Weibel Elementary,Alameda,2013,ELEMENTARY,928,7,13,01,6106983,14400
01611766111330,0614400,Fremont Unified,Forest Park Elementary,Alameda,2013,ELEMENTARY,1107,7,13,01,6111330,14400
01611920108670,0616740,Hayward Unified,Leadership Public Schools - Hayward,Alameda,2013,HIGH,520,7,13,01,0108670,16740
01611920111815,0616740,Hayward Unified,Stonebrae Elementary,Alameda,2013,ELEMENTARY,836,7,13,01,0111815,16740
01611920127696,0616740,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Alameda,2013,ELEMENTARY,140,7,13,01,0127696,16740
01611920127944,0616740,Hayward Unified,Silver Oak High Public Montessori Charter,Alameda,2013,HIGH,65,7,13,01,0127944,16740
01611920133009,0616740,Hayward Unified,Brenkwitz High,Alameda,2013,HIGH,256,7,13,01,0133009,16740
01611920133629,0616740,Hayward Unified,Hayward High,Alameda,2013,HIGH,1815,7,13,01,0133629,16740
01611920133629,0616740,Hayward Unified,Hayward High,Alameda,2013,MIDDLE,12,7,13,01,0133629,16740
01611920135319,0616740,Hayward Unified,Mt. Eden High,Alameda,2013,HIGH,2081,7,13,01,0135319,16740
01611920138339,0616740,Hayward Unified,Tennyson High,Alameda,2013,HIGH,1495,7,13,01,0138339,16740
01611926000905,0616740,Hayward Unified,Burbank Elementary,Alameda,2013,ELEMENTARY,849,7,13,01,6000905,16740
01611926000913,0616740,Hayward Unified,Cherryland Elementary,Alameda,2013,ELEMENTARY,848,7,13,01,6000913,16740
01611926000921,0616740,Hayward Unified,East Avenue Elementary,Alameda,2013,ELEMENTARY,657,7,13,01,6000921,16740
01611926000947,0616740,Hayward Unified,Eldridge Elementary,Alameda,2013,ELEMENTARY,585,7,13,01,6000947,16740
01611926000962,0616740,Hayward Unified,Fairview Elementary,Alameda,2013,ELEMENTARY,604,7,13,01,6000962,16740
01611926000988,0616740,Hayward Unified,Glassbrook Elementary,Alameda,2013,ELEMENTARY,583,7,13,01,6000988,16740
01611926000996,0616740,Hayward Unified,Harder Elementary,Alameda,2013,ELEMENTARY,690,7,13,01,6000996,16740
01611926001044,0616740,Hayward Unified,Longwood Elementary,Alameda,2013,ELEMENTARY,753,7,13,01,6001044,16740
01611926001051,0616740,Hayward Unified,Lorin A. Eden Elementary,Alameda,2013,ELEMENTARY,517,7,13,01,6001051,16740
01611926001093,0616740,Hayward Unified,Palma Ceia Elementary,Alameda,2013,ELEMENTARY,627,7,13,01,6001093,16740
01611926001101,0616740,Hayward Unified,Park Elementary,Alameda,2013,ELEMENTARY,698,7,13,01,6001101,16740
01611926001127,0616740,Hayward Unified,Ruus Elementary,Alameda,2013,ELEMENTARY,683,7,13,01,6001127,16740
01611926001135,0616740,Hayward Unified,Schafer Park Elementary,Alameda,2013,ELEMENTARY,767,7,13,01,6001135,16740
01611926001176,0616740,Hayward Unified,Southgate Elementary,Alameda,2013,ELEMENTARY,763,7,13,01,6001176,16740
01611926001192,0616740,Hayward Unified,Treeview Elementary,Alameda,2013,ELEMENTARY,646,7,13,01,6001192,16740
01611926056931,0616740,Hayward Unified,Bret Harte Middle,Alameda,2013,MIDDLE,737,7,13,01,6056931,16740
01611926056949,0616740,Hayward Unified,Cesar Chavez Middle,Alameda,2013,MIDDLE,587,7,13,01,6056949,16740
01611926056956,0616740,Hayward Unified,Anthony W. Ochoa Middle,Alameda,2013,MIDDLE,658,7,13,01,6056956,16740
01611926056972,0616740,Hayward Unified,Winton Middle,Alameda,2013,MIDDLE,596,7,13,01,6056972,16740
01611926066476,0616740,Hayward Unified,"Martin Luther King, Jr. Middle",Alameda,2013,MIDDLE,865,7,13,01,6066476,16740
01611926090583,0616740,Hayward Unified,Eden Gardens Elementary,Alameda,2013,ELEMENTARY,623,7,13,01,6090583,16740
01611926104566,0616740,Hayward Unified,Tyrrell Elementary,Alameda,2013,ELEMENTARY,877,7,13,01,6104566,16740
01611926113815,0616740,Hayward Unified,Faith Ringgold School of Arts and Science,Alameda,2013,ELEMENTARY,148,7,13,01,6113815,16740
01612000130393,0622110,Livermore Valley Joint Unified,Vineyard Alternative,Alameda,2013,ELEMENTARY,53,7,13,01,0130393,22110
01612000130393,0622110,Livermore Valley Joint Unified,Vineyard Alternative,Alameda,2013,HIGH,15,7,13,01,0130393,22110
01612000130393,0622110,Livermore Valley Joint Unified,Vineyard Alternative,Alameda,2013,MIDDLE,69,7,13,01,0130393,22110
01612000132670,0622110,Livermore Valley Joint Unified,Del Valle Continuation High,Alameda,2013,HIGH,156,7,13,01,0132670,22110
01612000133397,0622110,Livermore Valley Joint Unified,Granada High,Alameda,2013,HIGH,2219,7,13,01,0133397,22110
01612000134536,0622110,Livermore Valley Joint Unified,Livermore High,Alameda,2013,HIGH,1952,7,13,01,0134536,22110
01612006001234,0622110,Livermore Valley Joint Unified,Junction K-8,Alameda,2013,ELEMENTARY,910,7,13,01,6001234,22110
01612006001242,0622110,Livermore Valley Joint Unified,East Avenue Middle,Alameda,2013,MIDDLE,678,7,13,01,6001242,22110
01612006001259,0622110,Livermore Valley Joint Unified,Emma C. Smith Elementary,Alameda,2013,ELEMENTARY,826,7,13,01,6001259,22110
01612006001283,0622110,Livermore Valley Joint Unified,Jackson Avenue Elementary,Alameda,2013,ELEMENTARY,581,7,13,01,6001283,22110
01612006001291,0622110,Livermore Valley Joint Unified,Joe Michell,Alameda,2013,ELEMENTARY,535,7,13,01,6001291,22110
01612006001317,0622110,Livermore Valley Joint Unified,Marylin Avenue Elementary,Alameda,2013,ELEMENTARY,506,7,13,01,6001317,22110
01612006001341,0622110,Livermore Valley Joint Unified,William Mendenhall Middle,Alameda,2013,MIDDLE,1072,7,13,01,6001341,22110
01612006071906,0622110,Livermore Valley Joint Unified,Arroyo Seco Elementary,Alameda,2013,ELEMENTARY,765,7,13,01,6071906,22110
01612006085773,0622110,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Alameda,2013,MIDDLE,762,7,13,01,6085773,22110
01612006089338,0622110,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Alameda,2013,ELEMENTARY,608,7,13,01,6089338,22110
01612006097661,0622110,Livermore Valley Joint Unified,Sunset Elementary,Alameda,2013,ELEMENTARY,887,7,13,01,6097661,22110
01612006110332,0622110,Livermore Valley Joint Unified,Leo R. Croce Elementary,Alameda,2013,ELEMENTARY,657,7,13,01,6110332,22110
01612006117543,0622110,Livermore Valley Joint Unified,Altamont Creek Elementary,Alameda,2013,ELEMENTARY,639,7,13,01,6117543,22110
01612186001358,0626130,Mountain House Elementary,Mountain House Elementary,Alameda,2013,ELEMENTARY,22,7,13,01,6001358,26130
01612340130054,0627060,Newark Unified,Newark Memorial High,Alameda,2013,HIGH,2065,7,13,01,0130054,27060
01612340130484,0627060,Newark Unified,Crossroads High (Alternative),Alameda,2013,HIGH,37,7,13,01,0130484,27060
01612340135426,0627060,Newark Unified,Bridgepoint High (Continuation),Alameda,2013,HIGH,103,7,13,01,0135426,27060
01612346001440,0627060,Newark Unified,August Schilling Elementary,Alameda,2013,ELEMENTARY,544,7,13,01,6001440,27060
01612346001481,0627060,Newark Unified,James A. Graham Elementary,Alameda,2013,ELEMENTARY,481,7,13,01,6001481,27060
01612346001499,0627060,Newark Unified,James L. Bunker Elementary,Alameda,2013,ELEMENTARY,606,7,13,01,6001499,27060
01612346001507,0627060,Newark Unified,John F. Kennedy Elementary,Alameda,2013,ELEMENTARY,407,7,13,01,6001507,27060
01612346001523,0627060,Newark Unified,Lincoln Elementary,Alameda,2013,ELEMENTARY,466,7,13,01,6001523,27060
01612346001531,0627060,Newark Unified,Louis Milani Elementary,Alameda,2013,ELEMENTARY,409,7,13,01,6001531,27060
01612346102917,0627060,Newark Unified,Newark Junior High,Alameda,2013,MIDDLE,1046,7,13,01,6102917,27060
01612420110460,0626910,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Alameda,2013,HIGH,179,7,13,01,0110460,26910
01612420126763,0626910,New Haven Unified,Decoto School for Independent Study,Alameda,2013,ELEMENTARY,99,7,13,01,0126763,26910
01612420126763,0626910,New Haven Unified,Decoto School for Independent Study,Alameda,2013,HIGH,27,7,13,01,0126763,26910
01612420126763,0626910,New Haven Unified,Decoto School for Independent Study,Alameda,2013,MIDDLE,34,7,13,01,0126763,26910
01612420134668,0626910,New Haven Unified,James Logan High,Alameda,2013,HIGH,4332,7,13,01,0134668,26910
01612426001572,0626910,New Haven Unified,Alvarado Elementary,Alameda,2013,ELEMENTARY,1027,7,13,01,6001572,26910
01612426001606,0626910,New Haven Unified,Hillview Crest Elementary,Alameda,2013,ELEMENTARY,719,7,13,01,6001606,26910
01612426001622,0626910,New Haven Unified,Searles Elementary,Alameda,2013,ELEMENTARY,777,7,13,01,6001622,26910
01612426068266,0626910,New Haven Unified,Alvarado Middle,Alameda,2013,MIDDLE,1607,7,13,01,6068266,26910
01612426097679,0626910,New Haven Unified,Cesar Chavez Middle,Alameda,2013,MIDDLE,1504,7,13,01,6097679,26910
01612426101604,0626910,New Haven Unified,Pioneer Elementary,Alameda,2013,ELEMENTARY,953,7,13,01,6101604,26910
01612426115505,0626910,New Haven Unified,Tom Kitayama Elementary,Alameda,2013,ELEMENTARY,982,7,13,01,6115505,26910
01612426115554,0626910,New Haven Unified,Guy Jr. Emanuele Elementary,Alameda,2013,ELEMENTARY,763,7,13,01,6115554,26910
01612426118525,0626910,New Haven Unified,Delaine Eastin Elementary,Alameda,2013,ELEMENTARY,993,7,13,01,6118525,26910
01612590100065,0628050,Oakland Unified,Oakland Unity High,Alameda,2013,HIGH,324,7,13,01,0100065,28050
01612590100701,0628050,Oakland Unified,MetWest High,Alameda,2013,HIGH,154,7,13,01,0100701,28050
01612590100792,0628050,Oakland Unified,Think College Now,Alameda,2013,ELEMENTARY,337,7,13,01,0100792,28050
01612590102988,0628050,Oakland Unified,EnCompass Academy Elementary,Alameda,2013,ELEMENTARY,328,7,13,01,0102988,28050
01612590106906,0628050,Oakland Unified,Bay Area Technology,Alameda,2013,MIDDLE,260,7,13,01,0106906,28050
01612590108944,0628050,Oakland Unified,Lighthouse Community Charter High,Alameda,2013,HIGH,261,7,13,01,0108944,28050
01612590109819,0628050,Oakland Unified,Aspire Berkley Maynard Academy,Alameda,2013,ELEMENTARY,624,7,13,01,0109819,28050
01612590110189,0628050,Oakland Unified,McClymonds High,Alameda,2013,HIGH,305,7,13,01,0110189,28050
01612590110239,0628050,Oakland Unified,Reach Academy,Alameda,2013,ELEMENTARY,421,7,13,01,0110239,28050
01612590110247,0628050,Oakland Unified,Manzanita SEED,Alameda,2013,ELEMENTARY,405,7,13,01,0110247,28050
01612590110254,0628050,Oakland Unified,Sankofa Academy,Alameda,2013,ELEMENTARY,360,7,13,01,0110254,28050
01612590111476,0628050,Oakland Unified,Achieve Academy,Alameda,2013,ELEMENTARY,228,7,13,01,0111476,28050
01612590111856,0628050,Oakland Unified,American Indian Public High,Alameda,2013,HIGH,163,7,13,01,0111856,28050
01612590112763,0628050,Oakland Unified,United for Success Academy,Alameda,2013,MIDDLE,483,7,13,01,0112763,28050
01612590112789,0628050,Oakland Unified,Elmhurst Community Prep,Alameda,2013,MIDDLE,404,7,13,01,0112789,28050
01612590112797,0628050,Oakland Unified,Coliseum College Prep Academy,Alameda,2013,MIDDLE,522,7,13,01,0112797,28050
01612590112813,0628050,Oakland Unified,Fred T. Korematsu Discovery Academy,Alameda,2013,ELEMENTARY,448,7,13,01,0112813,28050
01612590114363,0628050,Oakland Unified,American Indian Public Charter School II,Alameda,2013,ELEMENTARY,534,7,13,01,0114363,28050
01612590114868,0628050,Oakland Unified,Oakland Charter High,Alameda,2013,HIGH,294,7,13,01,0114868,28050
01612590115014,0628050,Oakland Unified,KIPP Bridge Charter,Alameda,2013,ELEMENTARY,326,7,13,01,0115014,28050
01612590115014,0628050,Oakland Unified,KIPP Bridge Charter,Alameda,2013,MIDDLE,14,7,13,01,0115014,28050
01612590115204,0628050,Oakland Unified,Community United Elementary,Alameda,2013,ELEMENTARY,466,7,13,01,0115204,28050
01612590115238,0628050,Oakland Unified,ARISE High,Alameda,2013,HIGH,175,7,13,01,0115238,28050
01612590115238,0628050,Oakland Unified,ARISE High,Alameda,2013,MIDDLE,97,7,13,01,0115238,28050
01612590115584,0628050,Oakland Unified,Global Family,Alameda,2013,ELEMENTARY,461,7,13,01,0115584,28050
01612590115592,0628050,Oakland Unified,Learning Without Limits,Alameda,2013,ELEMENTARY,428,7,13,01,0115592,28050
01612590115600,0628050,Oakland Unified,East Oakland Pride Elementary,Alameda,2013,ELEMENTARY,505,7,13,01,0115600,28050
01612590115618,0628050,Oakland Unified,Greenleaf Elementary,Alameda,2013,ELEMENTARY,605,7,13,01,0115618,28050
01612590115626,0628050,Oakland Unified,West Oakland Middle,Alameda,2013,MIDDLE,233,7,13,01,0115626,28050
01612590115667,0628050,Oakland Unified,Oakland International High,Alameda,2013,HIGH,390,7,13,01,0115667,28050
01612590118224,0628050,Oakland Unified,Aspire Golden State College Preparatory Academy,Alameda,2013,MIDDLE,578,7,13,01,0118224,28050
01612590118653,0628050,Oakland Unified,Ralph J. Bunche High,Alameda,2013,HIGH,128,7,13,01,0118653,28050
01612590119859,0628050,Oakland Unified,Gateway to College at Laney College,Alameda,2013,HIGH,103,7,13,01,0119859,28050
01612590125161,0628050,Oakland Unified,Castlemont High,Alameda,2013,HIGH,628,7,13,01,0125161,28050
01612590125716,0628050,Oakland Unified,Fremont High,Alameda,2013,HIGH,808,7,13,01,0125716,28050
01612590126748,0628050,Oakland Unified,LPS Oakland R & D Campus,Alameda,2013,HIGH,336,7,13,01,0126748,28050
01612590128413,0628050,Oakland Unified,Aspire College Academy,Alameda,2013,ELEMENTARY,282,7,13,01,0128413,28050
01612590130146,0628050,Oakland Unified,Rudsdale Continuation,Alameda,2013,HIGH,164,7,13,01,0130146,28050
01612590130179,0628050,Oakland Unified,Street Academy (Alternative),Alameda,2013,HIGH,94,7,13,01,0130179,28050
01612590130575,0628050,Oakland Unified,LIFE Academy,Alameda,2013,MIDDLE,458,7,13,01,0130575,28050
