CDS_CODE,NCESDist,DISTRICT,SCHOOL,COUNTY,YEAR,SCHOOL_LEVEL,BLOCKCE10,GEOID10,CAP_TOTAL,LEN_NCES_CODE,LEN_CDS_CODE,COUNTY_ID,SCHOOL_ID,DISTRICT_ID
01100170112607,0691051,Alameda County Office of Education,Envision Academy for Arts & Technology,Alameda,2011,HIGH,1028,60014029001028,366,7,13,01,0112607,91051
01100170123968,0691051,Alameda County Office of Education,Community School for Creative Education,Alameda,2011,ELEMENTARY,1089,60014060001089,82,7,13,01,0123968,91051
01100170124172,0691051,Alameda County Office of Education,Yu Ming Charter,Alameda,2011,ELEMENTARY,1009,60014008001009,111,7,13,01,0124172,91051
01100170130401,0691051,Alameda County Office of Education,Alameda County Juvenile Hall/Court,Alameda,2011,HIGH,1003,60014305001003,34,7,13,01,0130401,91051
01100170130401,0691051,Alameda County Office of Education,Alameda County Juvenile Hall/Court,Alameda,2011,MIDDLE,1003,60014305001003,209,7,13,01,0130401,91051
01100170130419,0691051,Alameda County Office of Education,Alameda County Community,Alameda,2011,HIGH,2026,60014367002026,27,7,13,01,0130419,91051
01100170130419,0691051,Alameda County Office of Education,Alameda County Community,Alameda,2011,MIDDLE,2026,60014367002026,172,7,13,01,0130419,91051
01100176001788,0691051,Alameda County Office of Education,Cox Academy,Alameda,2011,ELEMENTARY,1007,60014103001007,610,7,13,01,6001788,91051
01316090131755,0600002,California School for the Blind (State Special Sch,California School for the Blind,Alameda,2011,HIGH,2004,60014419252004,75,7,13,01,0131755,00002
01316170131763,0600003,California School for the Deaf-Fremont (State Spec,California School for the Deaf-Fremont,Alameda,2011,ELEMENTARY,2009,60014419252009,456,7,13,01,0131763,00003
01611190106401,0601770,Alameda City Unified,Alameda Science and Technology Institute,Alameda,2011,HIGH,1007,60014287001007,183,7,13,01,0106401,01770
01611190111765,0601770,Alameda City Unified,Ruby Bridges Elementary,Alameda,2011,ELEMENTARY,1042,60014287001042,666,7,13,01,0111765,01770
01611190119222,0601770,Alameda City Unified,Nea Community Learning Center,Alameda,2011,ELEMENTARY,2002,60014276002002,520,7,13,01,0119222,01770
01611190122085,0601770,Alameda City Unified,Academy of Alameda,Alameda,2011,MIDDLE,2002,60014276002002,519,7,13,01,0122085,01770
01611190130229,0601770,Alameda City Unified,Alameda High,Alameda,2011,HIGH,1015,60014280001015,2069,7,13,01,0130229,01770
01611190130609,0601770,Alameda City Unified,Alameda Community Learning Center,Alameda,2011,MIDDLE,2002,60014276002002,336,7,13,01,0130609,01770
01611190134304,0601770,Alameda City Unified,Island High (Continuation),Alameda,2011,HIGH,2009,60014276002009,188,7,13,01,0134304,01770
01611196090013,0601770,Alameda City Unified,Edison Elementary,Alameda,2011,ELEMENTARY,3026,60014271003026,493,7,13,01,6090013,01770
01611196090021,0601770,Alameda City Unified,Frank Otis Elementary,Alameda,2011,ELEMENTARY,1024,60014282001024,557,7,13,01,6090021,01770
01611196090039,0601770,Alameda City Unified,Franklin Elementary,Alameda,2011,ELEMENTARY,2003,60014279002003,346,7,13,01,6090039,01770
01611196090047,0601770,Alameda City Unified,Henry Haight Elementary,Alameda,2011,ELEMENTARY,2001,60014280002001,418,7,13,01,6090047,01770
01611196090054,0601770,Alameda City Unified,Lincoln Middle,Alameda,2011,MIDDLE,2000,60014282002000,1068,7,13,01,6090054,01770
01611196090112,0601770,Alameda City Unified,Will C. Wood Middle,Alameda,2011,MIDDLE,2013,60014285002013,657,7,13,01,6090112,01770
01611196090120,0601770,Alameda City Unified,William G. Paden Elementary,Alameda,2011,ELEMENTARY,2008,60014277002008,379,7,13,01,6090120,01770
01611196100374,0601770,Alameda City Unified,Amelia Earhart Elementary,Alameda,2011,ELEMENTARY,3002,60014283023002,647,7,13,01,6100374,01770
01611196110779,0601770,Alameda City Unified,Bay Farm Elementary,Alameda,2011,ELEMENTARY,2021,60014283022021,513,7,13,01,6110779,01770
01611270130294,0601860,Albany City Unified,MacGregor High (Continuation),Alameda,2011,HIGH,1012,60014201001012,48,7,13,01,0130294,01860
01611270130450,0601860,Albany City Unified,Albany High,Alameda,2011,HIGH,1012,60014201001012,1125,7,13,01,0130450,01860
01611270130450,0601860,Albany City Unified,Albany High,Alameda,2011,MIDDLE,1012,60014201001012,211,7,13,01,0130450,01860
01611276090146,0601860,Albany City Unified,Cornell Elementary,Alameda,2011,ELEMENTARY,1011,60014205001011,622,7,13,01,6090146,01860
01611276090161,0601860,Albany City Unified,Albany Middle,Alameda,2011,MIDDLE,1006,60014201001006,1000,7,13,01,6090161,01860
01611276095376,0601860,Albany City Unified,Marin Elementary,Alameda,2011,ELEMENTARY,2011,60014206002011,570,7,13,01,6095376,01860
01611276116222,0601860,Albany City Unified,Ocean View Elementary,Alameda,2011,ELEMENTARY,1001,60014204001001,643,7,13,01,6116222,01860
01611430131177,0604740,Berkeley Unified,Berkeley High,Alameda,2011,HIGH,2018,60014229002018,3245,7,13,01,0131177,04740
01611430131177,0604740,Berkeley Unified,Berkeley High,Alameda,2011,MIDDLE,2018,60014229002018,337,7,13,01,0131177,04740
01611430134924,0604740,Berkeley Unified,Berkeley Technology Academy,Alameda,2011,HIGH,2006,60014235002006,147,7,13,01,0134924,04740
01611436056857,0604740,Berkeley Unified,Martin Luther King Middle,Alameda,2011,MIDDLE,1003,60014218001003,1024,7,13,01,6056857,04740
01611436056865,0604740,Berkeley Unified,Willard Middle,Alameda,2011,MIDDLE,1002,60014236011002,601,7,13,01,6056865,04740
01611436090187,0604740,Berkeley Unified,Rosa Parks Environmental Science Magnet,Alameda,2011,ELEMENTARY,1019,60014232001019,486,7,13,01,6090187,04740
01611436090195,0604740,Berkeley Unified,Cragmont Elementary,Alameda,2011,ELEMENTARY,2010,60014215002010,425,7,13,01,6090195,04740
01611436090211,0604740,Berkeley Unified,Emerson Elementary,Alameda,2011,ELEMENTARY,2005,60014237002005,320,7,13,01,6090211,04740
01611436090252,0604740,Berkeley Unified,Jefferson Elementary,Alameda,2011,ELEMENTARY,2001,60014219002001,359,7,13,01,6090252,04740
01611436090278,0604740,Berkeley Unified,Leconte Elementary,Alameda,2011,ELEMENTARY,2009,60014236012009,351,7,13,01,6090278,04740
01611436090286,0604740,Berkeley Unified,Malcolm X Elementary,Alameda,2011,ELEMENTARY,1002,60014240011002,509,7,13,01,6090286,04740
01611436090294,0604740,Berkeley Unified,Longfellow Arts and Technology Middle,Alameda,2011,MIDDLE,3003,60014234003003,508,7,13,01,6090294,04740
01611436090302,0604740,Berkeley Unified,Oxford Elementary,Alameda,2011,ELEMENTARY,1004,60014231001004,332,7,13,01,6090302,04740
01611436090310,0604740,Berkeley Unified,Thousand Oaks Elementary,Alameda,2011,ELEMENTARY,1027,60014213001027,476,7,13,01,6090310,04740
01611436090328,0604740,Berkeley Unified,Washington Elementary,Alameda,2011,ELEMENTARY,2007,60014230002007,469,7,13,01,6090328,04740
01611436097729,0604740,Berkeley Unified,Berkeley Arts Magnet at Whittier,Alameda,2011,ELEMENTARY,3007,60014224003007,455,7,13,01,6097729,04740
01611436105316,0604740,Berkeley Unified,John Muir Elementary,Alameda,2011,ELEMENTARY,2004,60014238002004,271,7,13,01,6105316,04740
01611500130047,0607800,Castro Valley Unified,Roy A. Johnson High,Alameda,2011,HIGH,1003,60014304001003,12,7,13,01,0130047,07800
01611500132225,0607800,Castro Valley Unified,Castro Valley High,Alameda,2011,HIGH,2009,60014307002009,3268,7,13,01,0132225,07800
01611500135533,0607800,Castro Valley Unified,Redwood Continuation High,Alameda,2011,HIGH,1006,60014304001006,162,7,13,01,0135533,07800
01611506090351,0607800,Castro Valley Unified,Castro Valley Elementary,Alameda,2011,ELEMENTARY,1002,60014309001002,476,7,13,01,6090351,07800
01611506090369,0607800,Castro Valley Unified,Chabot Elementary,Alameda,2011,ELEMENTARY,1008,60014307001008,488,7,13,01,6090369,07800
01611506090385,0607800,Castro Valley Unified,Creekside Middle,Alameda,2011,MIDDLE,3010,60014308003010,872,7,13,01,6090385,07800
01611506090393,0607800,Castro Valley Unified,Independent Elementary,Alameda,2011,ELEMENTARY,1002,60014301011002,652,7,13,01,6090393,07800
01611506090401,0607800,Castro Valley Unified,Marshall Elementary,Alameda,2011,ELEMENTARY,3020,60014308003020,469,7,13,01,6090401,07800
01611506090419,0607800,Castro Valley Unified,Palomares Elementary,Alameda,2011,ELEMENTARY,1010,60014351031010,156,7,13,01,6090419,07800
01611506090435,0607800,Castro Valley Unified,Proctor Elementary,Alameda,2011,ELEMENTARY,5008,60014302005008,555,7,13,01,6090435,07800
01611506090468,0607800,Castro Valley Unified,Stanton Elementary,Alameda,2011,ELEMENTARY,3016,60014306003016,482,7,13,01,6090468,07800
01611506090484,0607800,Castro Valley Unified,Vannoy Elementary,Alameda,2011,ELEMENTARY,1018,60014302001018,415,7,13,01,6090484,07800
01611506097653,0607800,Castro Valley Unified,Canyon Middle,Alameda,2011,MIDDLE,1063,60014301021063,1547,7,13,01,6097653,07800
01611506113005,0607800,Castro Valley Unified,Jensen Ranch Elementary,Alameda,2011,ELEMENTARY,2006,60014301012006,456,7,13,01,6113005,07800
01611680132746,0612630,Emery Unified,Emery Secondary,Alameda,2011,MIDDLE,2000,60014251042000,290,7,13,01,0132746,12630
01611686090492,0612630,Emery Unified,Anna Yates Elementary,Alameda,2011,ELEMENTARY,2000,60014251042000,494,7,13,01,6090492,12630
01611760130062,0614400,Fremont Unified,American High,Alameda,2011,HIGH,4002,60014413024002,1596,7,13,01,0130062,14400
01611760130062,0614400,Fremont Unified,American High,Alameda,2011,MIDDLE,4002,60014413024002,619,7,13,01,0130062,14400
01611760130138,0614400,Fremont Unified,Robertson High (Continuation),Alameda,2011,HIGH,3005,60014430023005,188,7,13,01,0130138,14400
01611760130138,0614400,Fremont Unified,Robertson High (Continuation),Alameda,2011,MIDDLE,3005,60014430023005,103,7,13,01,0130138,14400
01611760130435,0614400,Fremont Unified,Vista Alternative,Alameda,2011,HIGH,3005,60014430023005,26,7,13,01,0130435,14400
01611760130435,0614400,Fremont Unified,Vista Alternative,Alameda,2011,MIDDLE,3005,60014430023005,58,7,13,01,0130435,14400
01611760130534,0614400,Fremont Unified,Circle of Independent Learning,Alameda,2011,ELEMENTARY,4011,60014425004011,265,7,13,01,0130534,14400
01611760134270,0614400,Fremont Unified,Irvington High,Alameda,2011,HIGH,1009,60014423011009,901,7,13,01,0134270,14400
01611760134270,0614400,Fremont Unified,Irvington High,Alameda,2011,MIDDLE,1009,60014423011009,1429,7,13,01,0134270,14400
01611760134452,0614400,Fremont Unified,John F. Kennedy High,Alameda,2011,HIGH,1006,60014428001006,1547,7,13,01,0134452,14400
01611760135244,0614400,Fremont Unified,Mission San Jose High,Alameda,2011,HIGH,2004,60014422002004,1476,7,13,01,0135244,14400
01611760135244,0614400,Fremont Unified,Mission San Jose High,Alameda,2011,MIDDLE,2004,60014422002004,996,7,13,01,0135244,14400
01611760138693,0614400,Fremont Unified,Washington High,Alameda,2011,HIGH,2012,60014418002012,2160,7,13,01,0138693,14400
01611766000541,0614400,Fremont Unified,John Blacow Elementary,Alameda,2011,ELEMENTARY,3001,60014424003001,597,7,13,01,6000541,14400
01611766000558,0614400,Fremont Unified,Brier Elementary,Alameda,2011,ELEMENTARY,3007,60014425003007,754,7,13,01,6000558,14400
01611766000566,0614400,Fremont Unified,Cabrillo Elementary,Alameda,2011,ELEMENTARY,3009,60014416023009,436,7,13,01,6000566,14400
01611766000590,0614400,Fremont Unified,E. M. Grimmer Elementary,Alameda,2011,ELEMENTARY,1000,60014430011000,444,7,13,01,6000590,14400
01611766000624,0614400,Fremont Unified,Glenmoor Elementary,Alameda,2011,ELEMENTARY,2029,60014426022029,722,7,13,01,6000624,14400
01611766000640,0614400,Fremont Unified,Harvey Green Elementary,Alameda,2011,ELEMENTARY,3015,60014430023015,470,7,13,01,6000640,14400
01611766000665,0614400,Fremont Unified,J. Haley Durham Elementary,Alameda,2011,ELEMENTARY,1001,60014419211001,433,7,13,01,6000665,14400
01611766000673,0614400,Fremont Unified,James Leitch Elementary,Alameda,2011,ELEMENTARY,1001,60014433221001,878,7,13,01,6000673,14400
01611766000681,0614400,Fremont Unified,Joseph Azevada Elementary,Alameda,2011,ELEMENTARY,1004,60014428001004,517,7,13,01,6000681,14400
01611766000715,0614400,Fremont Unified,Tom Maloney Elementary,Alameda,2011,ELEMENTARY,2000,60014426012000,663,7,13,01,6000715,14400
01611766000723,0614400,Fremont Unified,John G. Mattos Elementary,Alameda,2011,ELEMENTARY,1007,60014427001007,588,7,13,01,6000723,14400
01611766000749,0614400,Fremont Unified,Mission Valley Elementary,Alameda,2011,ELEMENTARY,1007,60014422001007,799,7,13,01,6000749,14400
01611766000756,0614400,Fremont Unified,Niles Elementary,Alameda,2011,ELEMENTARY,1021,60014412001021,621,7,13,01,6000756,14400
01611766000764,0614400,Fremont Unified,O. N. Hirsch Elementary,Alameda,2011,ELEMENTARY,2004,60014423012004,531,7,13,01,6000764,14400
01611766000798,0614400,Fremont Unified,Parkmont Elementary,Alameda,2011,ELEMENTARY,3004,60014418003004,963,7,13,01,6000798,14400
01611766000806,0614400,Fremont Unified,Patterson Elementary,Alameda,2011,ELEMENTARY,3010,60014416013010,648,7,13,01,6000806,14400
01611766000830,0614400,Fremont Unified,Vallejo Mill Elementary,Alameda,2011,ELEMENTARY,1011,60014411001011,581,7,13,01,6000830,14400
01611766000848,0614400,Fremont Unified,Warm Springs Elementary,Alameda,2011,ELEMENTARY,1009,60014433221009,1019,7,13,01,6000848,14400
01611766056873,0614400,Fremont Unified,Centerville Junior High,Alameda,2011,MIDDLE,1007,60014418001007,1005,7,13,01,6056873,14400
01611766056881,0614400,Fremont Unified,G. M. Walters Junior High,Alameda,2011,MIDDLE,2000,60014425002000,817,7,13,01,6056881,14400
01611766056907,0614400,Fremont Unified,John M. Horner Junior High,Alameda,2011,MIDDLE,2004,60014423012004,1088,7,13,01,6056907,14400
01611766056915,0614400,Fremont Unified,Thornton Junior High,Alameda,2011,ELEMENTARY,2002,60014416022002,254,7,13,01,6056915,14400
01611766056915,0614400,Fremont Unified,Thornton Junior High,Alameda,2011,MIDDLE,2002,60014416022002,870,7,13,01,6056915,14400
01611766056923,0614400,Fremont Unified,William Hopkins Junior High,Alameda,2011,MIDDLE,2005,60014422002005,1147,7,13,01,6056923,14400
01611766066468,0614400,Fremont Unified,John Gomes Elementary,Alameda,2011,ELEMENTARY,1018,60014421001018,868,7,13,01,6066468,14400
01611766089320,0614400,Fremont Unified,Brookvale Elementary,Alameda,2011,ELEMENTARY,4002,60014413024002,557,7,13,01,6089320,14400
01611766089619,0614400,Fremont Unified,Warwick Elementary,Alameda,2011,ELEMENTARY,2006,60014414012006,961,7,13,01,6089619,14400
01611766090526,0614400,Fremont Unified,Joshua Chadbourne Elementary,Alameda,2011,ELEMENTARY,2004,60014422002004,852,7,13,01,6090526,14400
01611766090534,0614400,Fremont Unified,Mission San Jose Elementary,Alameda,2011,ELEMENTARY,2011,60014431042011,726,7,13,01,6090534,14400
01611766090542,0614400,Fremont Unified,Oliveira Elementary,Alameda,2011,ELEMENTARY,2002,60014416022002,718,7,13,01,6090542,14400
01611766090559,0614400,Fremont Unified,Steven Millard Elementary,Alameda,2011,ELEMENTARY,3000,60014429003000,639,7,13,01,6090559,14400
01611766104723,0614400,Fremont Unified,Ardenwood Elementary,Alameda,2011,ELEMENTARY,1006,60014415211006,981,7,13,01,6104723,14400
01611766106983,0614400,Fremont Unified,Fred E. Weibel Elementary,Alameda,2011,ELEMENTARY,3004,60014431023004,865,7,13,01,6106983,14400
01611766111330,0614400,Fremont Unified,Forest Park Elementary,Alameda,2011,ELEMENTARY,1027,60014415241027,1039,7,13,01,6111330,14400
01611920108670,0616740,Hayward Unified,Leadership Public Schools - Hayward,Alameda,2011,HIGH,1002,60014384001002,492,7,13,01,0108670,16740
01611920111815,0616740,Hayward Unified,Stonebrae Elementary,Alameda,2011,ELEMENTARY,1039,60014351031039,800,7,13,01,0111815,16740
01611920133009,0616740,Hayward Unified,Brenkwitz High,Alameda,2011,HIGH,1001,60014363001001,248,7,13,01,0133009,16740
01611920133629,0616740,Hayward Unified,Hayward High,Alameda,2011,HIGH,3036,60014364013036,1154,7,13,01,0133629,16740
01611920133629,0616740,Hayward Unified,Hayward High,Alameda,2011,MIDDLE,3036,60014364013036,675,7,13,01,0133629,16740
01611920135319,0616740,Hayward Unified,Mt. Eden High,Alameda,2011,HIGH,1004,60014384001004,1463,7,13,01,0135319,16740
01611920135319,0616740,Hayward Unified,Mt. Eden High,Alameda,2011,MIDDLE,1004,60014384001004,651,7,13,01,0135319,16740
01611920138339,0616740,Hayward Unified,Tennyson High,Alameda,2011,HIGH,1023,60014378001023,935,7,13,01,0138339,16740
01611920138339,0616740,Hayward Unified,Tennyson High,Alameda,2011,MIDDLE,1023,60014378001023,482,7,13,01,0138339,16740
01611926000905,0616740,Hayward Unified,Burbank Elementary,Alameda,2011,ELEMENTARY,4003,60014363004003,848,7,13,01,6000905,16740
01611926000913,0616740,Hayward Unified,Cherryland Elementary,Alameda,2011,ELEMENTARY,1001,60014363001001,867,7,13,01,6000913,16740
01611926000921,0616740,Hayward Unified,East Avenue Elementary,Alameda,2011,ELEMENTARY,3009,60014364013009,589,7,13,01,6000921,16740
01611926000947,0616740,Hayward Unified,Eldridge Elementary,Alameda,2011,ELEMENTARY,1019,60014376001019,661,7,13,01,6000947,16740
01611926000962,0616740,Hayward Unified,Fairview Elementary,Alameda,2011,ELEMENTARY,3001,60014353003001,514,7,13,01,6000962,16740
01611926000988,0616740,Hayward Unified,Glassbrook Elementary,Alameda,2011,ELEMENTARY,2006,60014375002006,637,7,13,01,6000988,16740
01611926000996,0616740,Hayward Unified,Harder Elementary,Alameda,2011,ELEMENTARY,2009,60014356012009,660,7,13,01,6000996,16740
01611926001044,0616740,Hayward Unified,Longwood Elementary,Alameda,2011,ELEMENTARY,3000,60014369003000,719,7,13,01,6001044,16740
01611926001051,0616740,Hayward Unified,Lorin A. Eden Elementary,Alameda,2011,ELEMENTARY,2000,60014371022000,551,7,13,01,6001051,16740
01611926001093,0616740,Hayward Unified,Palma Ceia Elementary,Alameda,2011,ELEMENTARY,2000,60014383002000,625,7,13,01,6001093,16740
01611926001101,0616740,Hayward Unified,Park Elementary,Alameda,2011,ELEMENTARY,1014,60014368001014,722,7,13,01,6001101,16740
01611926001127,0616740,Hayward Unified,Ruus Elementary,Alameda,2011,ELEMENTARY,3006,60014382013006,717,7,13,01,6001127,16740
01611926001135,0616740,Hayward Unified,Schafer Park Elementary,Alameda,2011,ELEMENTARY,2008,60014374002008,516,7,13,01,6001135,16740
01611926001176,0616740,Hayward Unified,Southgate Elementary,Alameda,2011,ELEMENTARY,2008,60014373002008,742,7,13,01,6001176,16740
01611926001192,0616740,Hayward Unified,Treeview Elementary,Alameda,2011,ELEMENTARY,1004,60014380001004,688,7,13,01,6001192,16740
01611926056931,0616740,Hayward Unified,Bret Harte Middle,Alameda,2011,MIDDLE,4008,60014364014008,696,7,13,01,6056931,16740
01611926056949,0616740,Hayward Unified,Cesar Chavez Middle,Alameda,2011,ELEMENTARY,1033,60014378001033,44,7,13,01,6056949,16740
01611926056949,0616740,Hayward Unified,Cesar Chavez Middle,Alameda,2011,MIDDLE,1033,60014378001033,665,7,13,01,6056949,16740
01611926056956,0616740,Hayward Unified,Anthony W. Ochoa Middle,Alameda,2011,MIDDLE,2010,60014372002010,698,7,13,01,6056956,16740
01611926056972,0616740,Hayward Unified,Winton Middle,Alameda,2011,MIDDLE,3013,60014363003013,665,7,13,01,6056972,16740
01611926066476,0616740,Hayward Unified,"Martin Luther King, Jr. Middle",Alameda,2011,MIDDLE,2003,60014373002003,682,7,13,01,6066476,16740
01611926090583,0616740,Hayward Unified,Eden Gardens Elementary,Alameda,2011,ELEMENTARY,3015,60014372003015,644,7,13,01,6090583,16740
01611926104566,0616740,Hayward Unified,Tyrrell Elementary,Alameda,2011,ELEMENTARY,1004,60014377021004,714,7,13,01,6104566,16740
01611926113815,0616740,Hayward Unified,Faith Ringgold School of Arts and Science,Alameda,2011,ELEMENTARY,1017,60014353001017,143,7,13,01,6113815,16740
01612000130393,0622110,Livermore Valley Joint Unified,Vineyard Alternative,Alameda,2011,ELEMENTARY,2024,60014515012024,71,7,13,01,0130393,22110
01612000130393,0622110,Livermore Valley Joint Unified,Vineyard Alternative,Alameda,2011,HIGH,2024,60014515012024,26,7,13,01,0130393,22110
01612000130393,0622110,Livermore Valley Joint Unified,Vineyard Alternative,Alameda,2011,MIDDLE,2024,60014515012024,62,7,13,01,0130393,22110
01612000132670,0622110,Livermore Valley Joint Unified,Del Valle Continuation High,Alameda,2011,HIGH,1054,60014516011054,97,7,13,01,0132670,22110
01612000133397,0622110,Livermore Valley Joint Unified,Granada High,Alameda,2011,HIGH,1002,60014517011002,2372,7,13,01,0133397,22110
01612000134536,0622110,Livermore Valley Joint Unified,Livermore High,Alameda,2011,HIGH,4005,60014515034005,2153,7,13,01,0134536,22110
01612006001234,0622110,Livermore Valley Joint Unified,Junction K-8,Alameda,2011,ELEMENTARY,3014,60014514013014,873,7,13,01,6001234,22110
01612006001242,0622110,Livermore Valley Joint Unified,East Avenue Middle,Alameda,2011,MIDDLE,1005,60014515011005,692,7,13,01,6001242,22110
01612006001259,0622110,Livermore Valley Joint Unified,Emma C. Smith Elementary,Alameda,2011,ELEMENTARY,2027,60014517042027,806,7,13,01,6001259,22110
01612006001283,0622110,Livermore Valley Joint Unified,Jackson Avenue Elementary,Alameda,2011,ELEMENTARY,1018,60014515031018,610,7,13,01,6001283,22110
01612006001291,0622110,Livermore Valley Joint Unified,Joe Michell,Alameda,2011,ELEMENTARY,3008,60014517013008,516,7,13,01,6001291,22110
01612006001317,0622110,Livermore Valley Joint Unified,Marylin Avenue Elementary,Alameda,2011,ELEMENTARY,1000,60014514041000,542,7,13,01,6001317,22110
01612006001341,0622110,Livermore Valley Joint Unified,William Mendenhall Middle,Alameda,2011,MIDDLE,2033,60014517042033,1015,7,13,01,6001341,22110
01612006071906,0622110,Livermore Valley Joint Unified,Arroyo Seco Elementary,Alameda,2011,ELEMENTARY,1010,60014515061010,817,7,13,01,6071906,22110
01612006085773,0622110,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Alameda,2011,MIDDLE,2003,60014512022003,718,7,13,01,6085773,22110
01612006089338,0622110,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Alameda,2011,ELEMENTARY,3026,60014513003026,571,7,13,01,6089338,22110
01612006097661,0622110,Livermore Valley Joint Unified,Sunset Elementary,Alameda,2011,ELEMENTARY,4020,60014516024020,862,7,13,01,6097661,22110
01612006110332,0622110,Livermore Valley Joint Unified,Leo R. Croce Elementary,Alameda,2011,ELEMENTARY,3006,60014512023006,674,7,13,01,6110332,22110
01612006117543,0622110,Livermore Valley Joint Unified,Altamont Creek Elementary,Alameda,2011,ELEMENTARY,1014,60014511011014,656,7,13,01,6117543,22110
01612186001358,0626130,Mountain House Elementary,Mountain House Elementary,Alameda,2011,ELEMENTARY,3082,60014511013082,45,7,13,01,6001358,26130
01612340130054,0627060,Newark Unified,Newark Memorial High,Alameda,2011,HIGH,2000,60014446022000,2148,7,13,01,0130054,27060
01612340130484,0627060,Newark Unified,Crossroads High (Alternative),Alameda,2011,HIGH,4017,60014441004017,45,7,13,01,0130484,27060
01612340135426,0627060,Newark Unified,Bridgepoint High (Continuation),Alameda,2011,HIGH,4017,60014441004017,106,7,13,01,0135426,27060
01612346001440,0627060,Newark Unified,August Schilling Elementary,Alameda,2011,ELEMENTARY,2024,60014443022024,647,7,13,01,6001440,27060
01612346001481,0627060,Newark Unified,James A. Graham Elementary,Alameda,2011,ELEMENTARY,1004,60014442001004,505,7,13,01,6001481,27060
01612346001499,0627060,Newark Unified,James L. Bunker Elementary,Alameda,2011,ELEMENTARY,1003,60014446011003,633,7,13,01,6001499,27060
01612346001507,0627060,Newark Unified,John F. Kennedy Elementary,Alameda,2011,ELEMENTARY,4004,60014441004004,437,7,13,01,6001507,27060
01612346001523,0627060,Newark Unified,Lincoln Elementary,Alameda,2011,ELEMENTARY,1011,60014443011011,426,7,13,01,6001523,27060
01612346001531,0627060,Newark Unified,Louis Milani Elementary,Alameda,2011,ELEMENTARY,2017,60014445002017,436,7,13,01,6001531,27060
01612346102917,0627060,Newark Unified,Newark Junior High,Alameda,2011,MIDDLE,1000,60014442001000,1077,7,13,01,6102917,27060
01612420110460,0626910,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Alameda,2011,HIGH,2017,60014380002017,218,7,13,01,0110460,26910
01612420110478,0626910,New Haven Unified,Alternative Learning Academy at Conley-Caraballo H,Alameda,2011,HIGH,2017,60014380002017,12,7,13,01,0110478,26910
01612420134668,0626910,New Haven Unified,James Logan High,Alameda,2011,HIGH,2000,60014403082000,3223,7,13,01,0134668,26910
01612420134668,0626910,New Haven Unified,James Logan High,Alameda,2011,MIDDLE,2000,60014403082000,1398,7,13,01,0134668,26910
01612426001572,0626910,New Haven Unified,Alvarado Elementary,Alameda,2011,ELEMENTARY,2007,60014403312007,959,7,13,01,6001572,26910
01612426001606,0626910,New Haven Unified,Hillview Crest Elementary,Alameda,2011,ELEMENTARY,4011,60014381004011,740,7,13,01,6001606,26910
01612426001622,0626910,New Haven Unified,Searles Elementary,Alameda,2011,ELEMENTARY,3010,60014403083010,795,7,13,01,6001622,26910
01612426068266,0626910,New Haven Unified,Alvarado Middle,Alameda,2011,MIDDLE,1019,60014403311019,1561,7,13,01,6068266,26910
01612426097679,0626910,New Haven Unified,Cesar Chavez Middle,Alameda,2011,MIDDLE,2004,60014403072004,1672,7,13,01,6097679,26910
01612426101604,0626910,New Haven Unified,Pioneer Elementary,Alameda,2011,ELEMENTARY,2004,60014415012004,927,7,13,01,6101604,26910
01612426115505,0626910,New Haven Unified,Tom Kitayama Elementary,Alameda,2011,ELEMENTARY,3002,60014403013002,976,7,13,01,6115505,26910
01612426115554,0626910,New Haven Unified,Guy Jr. Emanuele Elementary,Alameda,2011,ELEMENTARY,1001,60014403351001,807,7,13,01,6115554,26910
01612426118525,0626910,New Haven Unified,Delaine Eastin Elementary,Alameda,2011,ELEMENTARY,2018,60014415012018,1026,7,13,01,6118525,26910
01612590100065,0628050,Oakland Unified,Oakland Unity High,Alameda,2011,HIGH,1011,60014087001011,279,7,13,01,0100065,28050
01612590100701,0628050,Oakland Unified,MetWest High,Alameda,2011,HIGH,2017,60014060002017,171,7,13,01,0100701,28050
01612590100792,0628050,Oakland Unified,Think College Now,Alameda,2011,ELEMENTARY,4016,60014061004016,329,7,13,01,0100792,28050
01612590102988,0628050,Oakland Unified,EnCompass Academy Elementary,Alameda,2011,ELEMENTARY,1008,60014089001008,285,7,13,01,0102988,28050
01612590106906,0628050,Oakland Unified,Bay Area Technology,Alameda,2011,ELEMENTARY,1007,60014098001007,30,7,13,01,0106906,28050
01612590106906,0628050,Oakland Unified,Bay Area Technology,Alameda,2011,MIDDLE,1007,60014098001007,222,7,13,01,0106906,28050
01612590108944,0628050,Oakland Unified,Lighthouse Community Charter High,Alameda,2011,HIGH,3000,60014090003000,145,7,13,01,0108944,28050
01612590108944,0628050,Oakland Unified,Lighthouse Community Charter High,Alameda,2011,MIDDLE,3000,60014090003000,91,7,13,01,0108944,28050
01612590109819,0628050,Oakland Unified,Aspire Berkley Maynard Academy,Alameda,2011,ELEMENTARY,2002,60014008002002,609,7,13,01,0109819,28050
01612590110189,0628050,Oakland Unified,McClymonds High,Alameda,2011,HIGH,1004,60014016001004,272,7,13,01,0110189,28050
01612590110239,0628050,Oakland Unified,Reach Academy,Alameda,2011,ELEMENTARY,1007,60014103001007,343,7,13,01,0110239,28050
