blockgroup_id,density_hh,density_jobs,density_units,income_segment_1_hh,income_segment_6_hh,ln_total_hh,ln_total_jobs,ln_total_units,mean_age_of_head,mean_hh_size,mean_income,prop_jobs_0,prop_jobs_1,prop_jobs_2,prop_jobs_3,prop_jobs_4,prop_jobs_5,ratio_households_to_units,ratio_jobs_to_units,sum_acres,total_hh,total_jobs,total_units,units_mf_own,units_mf_rent,units_sf_own,units_sf_rent
060952535001,0.028080980905363397,0.01906243266013872,459.1306493022197,3.0,64.0,7.843064016692054,7.455876687491824,7.957177323459475,43.391959798994975,1.4940085040587554,27302.20487050638,0.05610179294389821,0.30133024869866976,0.03007518796992481,0.19895893580104107,0.04164256795835743,0.31810294968189706,0.8918067226890757,0.6053921568627451,90700.95975645314,2547.0,1729.0,2855.0,134.0,120.0,2057.0,544.0
060855135001,0.005479268277392099,0.0013088774318335092,1461.6480655538996,0.0,25.0,7.634820677745543,6.20455776256869,9.25167423546916,26.881735479356195,1.3673897830650805,20818.139608117566,0.038461538461538464,0.05668016194331984,0.02834008097165992,0.402834008097166,0.048582995951417005,0.31983805668016196,0.19842640568029168,0.04739973133755517,377421.6585204331,2068.0,494.0,10421.0,1313.0,2389.0,4541.0,2178.0
060952533001,0.01831776364156724,0.015050021886413285,143.88414375835484,0.0,27.0,7.085901464365611,6.889591308354466,7.502738210754851,21.20212765957447,1.6759410801963994,27059.721767594106,0.045871559633027525,0.3476044852191641,0.014271151885830785,0.0417940876656473,0.0163098878695209,0.34658511722731905,0.65857694429123,0.5410921125206839,65181.62946086595,1194.0,981.0,1812.0,277.0,391.0,757.0,387.0
060952533002,0.03229151892505371,0.08682881036799907,534.2081078279792,0.0,15.0,7.26192709270275,8.250620082174692,8.598588829620232,18.8285536159601,1.3584788029925188,23856.29052369077,0.04988247584225646,0.18490467484983025,0.15539305301645337,0.027422303473491772,0.013058239749281797,0.034473752938103945,0.26253687315634217,0.7059365781710915,44097.26627558156,1424.0,3829.0,5423.0,783.0,1237.0,2248.0,1155.0
060952527026,0.009711606081070887,0.005681894014236495,80.21205381594258,0.0,6.0,6.180016653652572,5.645446897643238,6.343880434126331,28.731660231660232,2.117760617760618,44680.816602316605,0.0035460992907801418,0.14184397163120568,0.07092198581560284,0.5780141843971631,0.0035460992907801418,0.12056737588652482,0.8471001757469244,0.4956063268892794,49630.33759507371,482.0,282.0,568.0,35.0,45.0,329.0,159.0
060014511013,0.007395414658602482,0.008573138772852994,66.82079110373252,32.0,74.0,6.75110146893676,6.898714534329987,6.90875477931522,25.713483146067414,1.6157303370786518,54104.393258426964,0.04242424242424243,0.09393939393939393,0.00202020202020202,0.25757575757575757,0.007070707070707071,0.5,0.8531468531468531,0.989010989010989,115475.95963290057,854.0,990.0,1000.0,106.0,157.0,498.0,239.0
060971543041,0.0041707801090608235,0.0013182545364627835,26.622563435953836,0.0,28.0,6.625392368007956,5.47646355193151,6.478509642208569,20.248697916666668,1.4375,35200.143229166664,0.012605042016806723,0.3319327731092437,0.03361344537815126,0.1092436974789916,0.08823529411764706,0.3403361344537815,1.1566820276497696,0.3655913978494624,180540.7644445323,753.0,238.0,650.0,77.0,66.0,339.0,168.0
060133551121,0.013748689754706498,0.21547946488285458,95.76991048821853,79.0,95.0,6.716594773520978,9.46738280829585,6.9726062513017535,31.78637413394919,1.579676674364896,65135.715935334876,0.06318638824439289,0.08236658932714618,0.025908739365815933,0.08120649651972157,0.05359628770301624,0.22552204176334106,0.7731958762886598,12.11808809746954,60004.71797887745,825.0,12930.0,1066.0,96.0,133.0,642.0,195.0
060014415031,0.08145994942732297,2.977959504289964,516.8229891908541,143.0,214.0,7.347943823148687,10.94619945923966,7.652070746116482,35.896103896103895,2.4155844155844157,90404.39703153989,0.028922925075347657,0.40342281051165907,0.10675573259072563,0.09466485714789291,0.03535611681971201,0.32148333538960466,0.7372921615201901,26.953444180522567,19051.30743341751,1552.0,56737.0,2104.0,358.0,259.0,1012.0,475.0
060552018001,0.0034790206733904586,0.01378651022900353,29.746627088873744,94.0,21.0,6.2878585601617845,7.663407664893479,6.410174881966167,34.05194805194805,1.7699443413729128,37438.96103896104,0.03524436090225564,0.1137218045112782,0.011748120300751879,0.05263157894736842,0.0756578947368421,0.17293233082706766,0.8832236842105263,3.5,154352.78240413556,537.0,2128.0,607.0,69.0,32.0,361.0,145.0
060952529034,0.02375520673588094,0.011499335744757653,84.9714282622719,0.0,38.0,6.666956792429207,5.9427993751267,6.695798917058491,27.23258706467662,1.6181592039800996,38796.30597014925,0.010526315789473684,0.618421052631579,0.021052631578947368,0.031578947368421054,0.05,0.18157894736842106,0.9703337453646477,0.46971569839307786,33044.38700622211,785.0,380.0,808.0,97.0,118.0,460.0,133.0
060952508011,0.06330775466051759,0.3072035620221388,129.83299745755735,1.0,40.0,6.381816017406098,7.959974528080536,6.48768401848461,39.462311557788944,1.8073701842546064,57038.74371859297,0.33845616486203284,0.24484806147397833,0.007334963325183374,0.01606706252183025,0.021306322039818373,0.3674467341949005,0.898021308980213,4.357686453576864,9318.553396954676,590.0,2863.0,656.0,99.0,35.0,408.0,114.0
