blockgroup_id,density_hh,density_jobs,density_units,income_segment_1_hh,income_segment_6_hh,ln_total_hh,ln_total_jobs,ln_total_units,mean_age_of_head,mean_hh_size,mean_income,prop_jobs_0,prop_jobs_1,prop_jobs_2,prop_jobs_3,prop_jobs_4,prop_jobs_5,ratio_households_to_units,ratio_jobs_to_units,sum_acres,total_hh,total_jobs,total_units,units_mf_own,units_mf_rent,units_sf_own,units_sf_rent
060971509014,1.882267327799781,0.048263264815379,24.40653410911452,0.0,0.0,5.6131281063880705,2.0794415416798357,5.655991810819852,43.4029304029304,2.706959706959707,72703.53113553114,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.9545454545454546,0.024475524475524476,144.03784662676742,273.0,7.0,285.0,43.0,36.0,101.0,105.0
060014426021,8.480809736544469,1.3085240080747265,66.66983739818643,142.0,28.0,6.760414691083428,4.897839799950911,6.826545223556594,44.990719257540604,3.0092807424593966,66142.53828306265,0.0,0.09774436090225563,0.015037593984962405,0.10526315789473684,0.49624060150375937,0.2857142857142857,0.9349240780911063,0.1442516268980477,100.64123789802464,862.0,133.0,921.0,171.0,463.0,79.0,208.0
060750479023,15.207937514881921,1.7796522623797992,87.38264738644416,54.0,36.0,6.154858094016418,4.025351690735149,6.220590170099739,55.744680851063826,2.0872340425531917,93774.95531914894,0.0,0.14545454545454545,0.03636363636363636,0.09090909090909091,0.0,0.7272727272727273,0.9343936381709742,0.10934393638170974,29.90491393327172,470.0,55.0,502.0,85.0,110.0,134.0,173.0
060014051001,4.495304575659592,0.9667321668085144,29.884488689597706,2.0,141.0,5.921578419643815,4.394449154672438,5.955837369464831,56.225806451612904,2.577956989247312,222901.08602150538,0.0,0.25,0.0,0.175,0.175,0.4,0.9637305699481865,0.20725388601036268,81.75301344746296,372.0,80.0,385.0,20.0,1.0,339.0,25.0
060133451011,2.8657247886821327,0.14914552803550132,21.733485271259156,5.0,44.0,5.598421958998374,2.70805020110221,5.6131281063880705,55.613382899628256,3.174721189591078,139155.30855018587,0.0,0.0,0.0,0.07142857142857142,0.0,0.9285714285714286,0.9817518248175182,0.051094890510948905,92.8680507850531,269.0,14.0,273.0,0.0,0.0,225.0,48.0
060816088003,4.1983105546675015,0.9015602793677006,35.70844135655695,8.0,54.0,5.746203190540153,4.219507705176107,5.765191102784844,58.36217948717949,2.9038461538461537,141380.25320512822,0.11940298507462686,0.014925373134328358,0.0,0.0,0.0,0.8656716417910447,0.9780564263322884,0.21003134796238246,73.31560765630637,312.0,67.0,318.0,0.0,0.0,285.0,33.0
060855084032,2.566350921957703,4.481538177150019,24.96961095840177,0.0,131.0,5.998936561946683,6.555356891810665,6.0063531596017325,58.08955223880597,2.7686567164179103,177189.00497512438,0.0014245014245014246,0.0584045584045584,0.0,0.03561253561253561,0.037037037037037035,0.8675213675213675,0.9901477832512315,1.729064039408867,155.6426463974538,402.0,702.0,405.0,0.0,0.0,348.0,57.0
060816119002,1.215120794356231,0.22921596802628905,22.468231785485475,22.0,66.0,6.089044875446846,4.430816798843313,6.124683390894204,52.402272727272724,3.8113636363636365,121390.06818181818,0.0,0.012048192771084338,0.0963855421686747,0.0,0.14457831325301204,0.7469879518072289,0.962800875273523,0.18161925601750548,361.1039176052544,440.0,83.0,456.0,0.0,0.0,280.0,176.0
060816121003,11.407925437096418,1.749041199737895,74.52917087735213,60.0,16.0,6.0822189103764455,4.219507705176107,6.376726947898627,45.121281464530895,2.6338672768878717,63964.48741418764,0.0,0.0,0.2835820895522388,0.23880597014925373,0.0,0.47761194029850745,0.7431972789115646,0.11394557823129252,37.3067019862313,437.0,67.0,587.0,120.0,358.0,27.0,82.0
060014358002,5.95122603995936,0.08481557301604789,44.9804800291015,10.0,20.0,6.045005314036011,1.9459101490553132,6.063785208687608,54.180522565320665,3.125890736342043,88446.36104513064,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.9790697674418605,0.013953488372093023,69.74172568361644,421.0,6.0,429.0,8.0,1.0,335.0,85.0
060014415233,8.27713130620943,0.8119256867126416,59.14932931554642,2.0,56.0,5.90808293816893,3.6109179126442243,5.921578419643815,48.01634877384196,3.4005449591280654,147385.6948228883,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777778,0.9839142091152815,0.09651474530831099,43.33903322576022,367.0,36.0,372.0,0.0,0.0,298.0,74.0
060855033322,3.285004357092679,0.20389682216437316,33.37894115251665,41.0,13.0,6.077642243349034,3.332204510175204,6.129050210060545,72.8183908045977,1.7011494252873562,78410.0459770115,0.0,0.0,0.0,0.0,0.0,1.0,0.9477124183006536,0.058823529411764705,131.41991568771837,435.0,27.0,458.0,49.0,4.0,365.0,40.0
060855033312,4.046177312635026,0.3481873651822426,32.90761799186021,34.0,58.0,5.823045895483019,3.4011973816621555,5.846438775057724,53.06231454005935,3.394658753709199,137256.50741839764,0.0,0.13793103448275862,0.0,0.5517241379310345,0.0,0.3103448275862069,0.9739884393063584,0.0838150289017341,82.28849033571707,337.0,29.0,345.0,0.0,0.0,310.0,35.0
060411230001,3.802125731867957,5.4629443894696195,35.10755137615563,36.0,95.0,5.8998973535824915,6.261491684321042,6.00141487796115,65.19505494505495,1.9395604395604396,162637.40384615384,0.08221797323135756,0.11089866156787763,0.0038240917782026767,0.14340344168260039,0.384321223709369,0.27533460803059273,0.900990099009901,1.2945544554455446,94.73591871228557,364.0,523.0,403.0,62.0,43.0,178.0,120.0
060133212003,6.103676177622347,8.710670070437315,29.09030399927246,81.0,5.0,6.381816017406098,6.736966958001855,6.450470422144176,39.97457627118644,2.0305084745762714,45822.2220338983,0.0,0.0,0.00831353919239905,0.6021377672209026,0.14489311163895488,0.24465558194774348,0.9320695102685624,1.330173775671406,95.66305728391889,590.0,842.0,632.0,4.0,587.0,0.0,41.0
060855085051,4.663329626211904,0.689647339087676,39.169309820026314,9.0,113.0,6.056784013228624,4.1588830833596715,6.07073772800249,54.83802816901409,2.812206572769953,170478.91549295775,0.0,0.07936507936507936,0.0,0.5396825396825397,0.14285714285714285,0.23809523809523808,0.9838337182448037,0.14549653579676675,90.3510375945795,426.0,63.0,432.0,0.0,0.0,373.0,59.0
