tract_id,children,density_hh,density_jobs,density_units,hh_obs_growth_13_18,hh_prop_obs_growth_13_18,hh_prop_obs_growth_18_19,hh_prop_sim_growth_13_18,hh_prop_sim_growth_18_19,hh_prop_sim_growth_year,hh_sim_growth_13_18,hh_sim_growth_year,jobs_obs_growth_10_17,jobs_prop_obs_growth_10_17,jobs_prop_obs_growth_17_18,jobs_prop_sim_growth_10_17,jobs_prop_sim_growth_17_18,jobs_prop_sim_growth_year,jobs_sim_growth_10_17,jobs_sim_growth_year,prop_hh_rent,prop_units_mf,sum_acres,total_hh,total_jobs,total_persons,total_units,units_obs_growth_13_18,units_prop_obs_growth_13_18,units_prop_obs_growth_18_19,units_prop_sim_growth_13_18,units_prop_sim_growth_18_19,units_prop_sim_growth_year,units_sim_growth_13_18,units_sim_growth_year
06095253500,1160.0,0.03212962367622207,0.02450576405254746,759.3198127085773,1205.0,0.28530974457082786,0.45902564313548017,0.0,0.0,-2.863191130565821,0,798.0,309.0,0.01970484815788366,0.02657757862312196,0.0,0.0,0.27001547168943624,0,822.0,0.24688932547478717,0.11253091508656224,142578.7007704739,4581.0,3494.0,7912.0,4852.0,1394.0,0.21897821685126917,1.222504697689842,0.0,0.0,0.21690072122348777,0,569.0
06095253300,867.0,0.023957050282736567,0.04401581812832807,678.0922515863341,183.0,0.04332919772320456,0.0105793362054272,0.0,0.0,-6.092354059775394,0,1698.0,2747.0,0.17517546242623436,0.07760652957951614,0.0,0.0,0.8744296662254005,0,2662.0,0.30710466004583653,0.3715272978576365,109278.89573644752,2618.0,4810.0,4227.0,7235.0,214.0,0.03361645509768408,0.0,0.0,0.0,2.3676105088208836,0,6211.0
06001451101,1574.0,0.02112322248289985,0.19094097311659974,295.6514677140679,289.0,0.06842698438254709,0.15398811587899588,0.0,0.0,-1.9662014280076066,0,548.0,5561.0,0.3546234971067671,0.30298439630359036,0.0,0.0,0.21253042601346137,0,647.0,0.20634367375392124,0.19892150988615936,135822.07934052573,2869.0,25934.0,6443.0,3338.0,516.0,0.08105649920749992,0.614568365203935,0.0,0.0,0.3316408215543662,0,870.0
06097154304,438.0,0.009050269042917548,0.0019904215257951527,125.53223751610545,253.0,0.05990320778126095,0.07346761253768888,0.0,0.0,-3.204047217537943,0,893.0,127.0,0.008098756362625322,0.008504825159399028,0.0,0.0,0.02266553229509866,0,69.0,0.2883744338198289,0.11800092549745488,219551.48411360907,1987.0,437.0,2987.0,2161.0,316.0,0.049639251452655,0.0,0.0,0.0,0.09415549761371086,0,247.0
06095252702,1778.0,0.05127307426580517,0.043056862441448754,423.12374801684587,463.0,0.10962523795543012,0.10050369395155839,0.0,0.0,-1.1983782426177747,0,334.0,713.0,0.04546782115395162,0.05873644875709953,0.0,0.0,0.027264335949176648,0,83.0,0.3330789774895078,0.20510948905109488,51118.44837726039,2621.0,2201.0,6411.0,2740.0,552.0,0.08671160380337202,0.0,0.0,0.0,0.10711617339859414,0,281.0
06095252903,737.0,0.040966068784585474,0.020358355052513565,118.97704257787605,107.0,0.025334558231600482,0.029974785915377063,0.0,0.0,-2.608446055039288,0,727.0,601.0,0.038325610818408025,0.0007973273586936588,0.0,0.0,0.03679042923262391,0,112.0,0.2073913043478261,0.1721311475409836,56144.02524426345,2300.0,1143.0,4266.0,2196.0,328.0,0.05152428631794569,0.0,0.0,0.0,0.19631611850632025,0,515.0
06085513500,514.0,0.005479282795022854,0.0013088808997781865,1461.6480655538996,115.0,0.027228730809664068,0.017632227009045334,0.0,0.0,-6.052886512862832,0,1687.0,72.0,0.004591420929992309,0.0005315515724624392,0.0,0.0,0.060112933478305146,0,183.0,0.2079303675048356,0.3552442184051435,377421.6585204331,2068.0,494.0,3908.0,10421.0,170.0,0.026704660591618194,0.0,0.0,0.0,3.7833737401460747,0,9925.0
06097154100,663.0,0.014407361287747705,0.032612011597072325,99.9752219218054,187.0,0.04427628401223635,0.01645674520844231,0.0,0.0,-2.3752287323741523,0,662.0,1620.0,0.10330697092482696,0.07920118429690344,0.0,0.0,0.045988036540779896,0,140.0,0.28294573643410853,0.16967509025270758,143260.0986938021,2064.0,4672.0,3726.0,2216.0,307.0,0.048225475303686975,0.0,0.0,0.0,0.18602381714773647,0,488.0
06081613800,677.0,0.020670884981497942,0.0376527054459795,141.4028844811202,186.0,0.044039512439978404,0.04584379022351786,0.0,0.0,-2.8273115424634927,0,788.0,743.0,0.047380913208115084,0.001328878931156098,0.0,0.0,0.8008488077601527,0,2438.0,0.3033095936321743,0.18469462840323767,115476.42987402578,2387.0,4348.0,4076.0,2718.0,213.0,0.033459368858909856,0.0,0.0,0.0,0.2790357257216047,0,732.0
06013355112,877.0,0.03398670237062088,0.21709588103315774,120.97134379970791,479.0,0.11341358311155729,0.04290508572201031,0.0,0.0,-0.6422446270316817,0,179.0,384.0,0.024487578293292317,0.0,0.0,0.0,4.181954951433348,0,12731.0,0.12420091324200913,0.08987485779294653,64436.96643817676,2190.0,13989.0,4597.0,2637.0,276.0,0.04335580190168601,0.0,0.0,0.0,0.19784090389277706,0,519.0
06013356002,975.0,0.08898397499034891,0.21424191573062956,302.7359348660733,242.0,0.057298720486423524,0.0211586724108544,0.0,0.0,-1.3418965950270891,0,374.0,122.0,0.007779907686931413,0.0039866367934682945,0.0,0.0,1.745245986722597,0,5313.0,0.19630584192439862,0.20232732732732733,26162.01400592064,2328.0,5605.0,5094.0,2664.0,354.0,0.055608528526075535,0.024317453299436277,0.0,0.0,0.22604943354222895,0,593.0
06095252904,834.0,0.15389356966076978,0.5009541152284416,112.34217810400222,472.0,0.11175618210575164,0.11578495735939769,0.0,0.0,-1.140970901654049,0,318.0,5670.0,0.36157439823689436,0.2511581179885025,0.0,0.0,0.05190078409602302,0,158.0,0.2840264650283554,0.32609744331886154,13749.76228483318,2116.0,6888.0,4331.0,2073.0,1062.0,0.1668255855782266,0.21443572454957444,0.0,0.0,0.047268346980162544,0,124.0
06041133000,565.0,0.015774491439413597,0.10518985949740413,358.48679100198143,199.0,0.04711754287933174,0.04349282662231182,0.0,0.0,-2.131247533278318,0,594.0,723.0,0.04610551850533944,0.05049739938393173,0.0,0.0,3.487207113692281,0,10616.0,0.36248736097067746,0.2632832975935192,125392.31502943022,1978.0,13190.0,3320.0,4197.0,326.0,0.05121011384039724,0.0,0.0,0.0,0.8531174237226111,0,2238.0
06013315000,662.0,0.12601886880233537,1.2085761792070986,286.5595533832043,288.0,0.06819021281028914,0.0423173448217088,0.0,0.0,-0.48437443938143593,0,135.0,7820.0,0.49867932878527577,0.6306859407266842,0.0,0.0,0.4487118422478952,0,1366.0,0.23266932270916335,0.12122969837587007,9958.826102212579,1255.0,12036.0,2862.0,1724.0,164.0,0.025762143158972847,0.06410964960760474,0.0,0.0,0.20203406370553345,0,530.0
06055201800,286.0,0.005505237434485693,0.013220911111605792,45.723675431795506,120.0,0.028412588670953812,0.03408897221748764,0.0,0.0,-0.7140038032363388,0,199.0,63.0,0.0040174933137432705,0.012225686166636102,0.0,0.0,0.6014578207583428,0,1831.0,0.22077922077922077,0.18570102135561745,167840.1723805617,924.0,2219.0,1667.0,1077.0,198.0,0.031103075277296485,0.05526693931690063,0.0,0.0,0.023634173490081272,0,62.0
06013301000,512.0,0.08791686729300806,0.04198478968686507,234.27676526805547,350.0,0.08287005029028195,0.079345021540704,0.0,0.0,-0.46284668652003874,0,129.0,142.0,0.009055302389707054,0.01514921981517952,0.0,0.0,0.12646710048714468,0,385.0,0.20816326530612245,0.32642706131078225,19507.064489505443,1715.0,819.0,3378.0,2365.0,728.0,0.11435878182763555,0.20559301425887036,0.0,0.0,0.10216062089260937,0,268.0
06095252201,1697.0,0.14808306348196465,0.1865235047398198,245.11859932044015,398.0,0.09423508575866348,0.030562526815678573,0.0,0.0,-1.3383086362168564,0,373.0,3143.0,0.20042827754119205,0.11800444908666151,0.0,0.0,0.026607363998594077,0,81.0,0.14660766961651917,0.018753781004234724,22892.557192489978,3390.0,4270.0,7757.0,3306.0,463.0,0.07273092855246602,0.0,0.0,0.0,0.01944101367732492,0,51.0
06001441503,1354.0,0.10506853948354232,2.9745698867332737,610.8113005484363,261.0,0.06179738035932454,0.19806868340160924,0.0,0.0,-0.6781242151340102,0,189.0,33080.0,2.109502838390911,1.4253555415580308,0.0,0.0,0.34720967588288815,0,1057.0,0.23356573705179282,0.24350523458704926,19111.334466722346,2008.0,56848.0,5213.0,2579.0,565.0,0.08875372490743692,0.9859621974135072,0.0,0.0,0.21270756141073144,0,558.0
06001450701,1855.0,0.041433563060655466,0.04201114024198522,167.47134533437486,468.0,0.11080909581671985,0.04466830842291484,0.0,0.0,-0.43414301603817584,0,121.0,667.0,0.04253441333756764,0.0135545650977922,0.0,0.0,0.11267068952491074,0,343.0,0.13646368305209097,0.06554621848739496,65792.07286637046,2726.0,2764.0,7150.0,2975.0,854.0,0.13415164791318784,0.0,0.0,0.0,0.10673497705197994,0,280.0
06013378000,283.0,0.4332813724564333,1.5976639320712953,453.45488701213367,269.0,0.06369155293738812,0.03467671311778915,0.0,0.0,-0.10046284668652004,0,28.0,3022.0,0.19271213958939942,0.24424794754649085,0.0,0.0,0.008540635357573408,0,26.0,0.422686230248307,0.47277332207682565,4089.7211665340533,1772.0,6534.0,2933.0,2369.0,288.0,0.045240836766976704,0.0,0.0,0.0,0.16620160712379733,0,436.0
06097150612,850.0,0.042769660928525514,0.14820130599824408,161.79064517732218,246.0,0.058245806775455315,0.04114186302110578,0.0,0.0,-0.7857629794409959,0,219.0,5705.0,0.36380633896675174,0.5055055454117797,0.0,0.0,0.11726949317898872,0,357.0,0.28735005452562706,0.20706006322444678,42880.86368196577,1834.0,6355.0,4045.0,1898.0,245.0,0.03848612849968504,0.0,0.0,0.0,0.0705213241236296,0,185.0
06095250801,490.0,0.15287545758701868,0.316880584476389,244.5574295860522,298.0,0.07055792853286863,0.0634760172325632,0.0,0.0,-0.1291665171683829,0,36.0,1535.0,0.0978865434380305,0.016743874532566833,0.0,0.0,0.022994018270389948,0,70.0,0.4141483516483517,0.5867224880382775,9524.092506288827,1456.0,3018.0,2752.0,1672.0,0.0,0.0,0.013264065436056151,0.0,0.0,0.02744613695622341,0,72.0
06013355200,1575.0,0.3047099093423159,0.09392016361095328,392.8436220309803,1070.0,0.2533455823160048,0.11754818006030221,0.0,0.0,-0.3013885400595601,0,84.0,199.0,0.012690177292617634,0.027374905981815623,0.0,0.0,0.011497009135194974,0,35.0,0.3896386591205921,0.295417614559636,7538.317362102964,2297.0,708.0,6446.0,3077.0,1292.0,0.20295542049629825,0.24759588813971484,0.0,0.0,0.2081332052513609,0,546.0
06095252202,2165.0,0.23646687655468196,0.22072250662797646,296.0401424201155,413.0,0.09778665934253271,0.16104100668261404,0.0,0.0,-0.37673567507445016,0,105.0,1222.0,0.07792661633959169,0.1977371849560274,0.0,0.0,0.01642429876456425,0,50.0,0.16470213443771903,0.03468566119541654,13274.586469509693,3139.0,2930.0,8472.0,3229.0,562.0,0.08828246619111425,0.39128993036365645,0.0,0.0,0.021728191757010202,0,57.0
