blockgroup_id,density_hh,density_jobs,density_units,income_segment_1_hh,income_segment_6_hh,ln_total_hh,ln_total_jobs,ln_total_units,mean_hh_size,mean_income,ratio_households_to_units,ratio_jobs_to_units,sum_acres,total_hh,total_jobs,total_units,units_after_2000,units_before_1930,units_mf,units_own,units_rent,units_sf
060952535001,0.03037420588703422,0.020198020030869943,459.1306493022197,3.0,61.0,7.921535632133549,7.513709247839705,7.957177323459475,1.420564084255623,25368.63048911103,0.9646358543417367,0.6414565826330533,90700.95975645314,2755.0,1832.0,2855.0,2361.0,64.0,254.0,2191.0,664.0,2601.0
060855135001,0.007206774523455759,0.0014599017508912218,1461.6480655538996,1.0,32.0,7.908754738783246,6.313548046277095,9.25167423546916,1.3023525994772,18112.24019750218,0.2609863749760123,0.05286893110727307,377421.6585204331,2720.0,551.0,10421.0,9952.0,108.0,3702.0,5854.0,4567.0,6719.0
060952533001,0.02195370165082305,0.01732056545337472,143.88414375835484,0.0,26.0,7.266827347520591,7.029972911706386,7.502738210754851,1.5253772290809329,23261.522633744855,0.7892995035852178,0.6227247655819085,65181.62946086595,1431.0,1129.0,1812.0,1280.0,270.0,668.0,1034.0,778.0,1144.0
060952533002,0.04179302624920927,0.13277165962513307,534.2081078279792,0.0,17.0,7.5196924041165385,8.675222055641147,8.598588829620232,1.2749500998003993,20126.09780439122,0.33978613569321536,1.079461651917404,44097.26627558156,1843.0,5855.0,5423.0,5037.0,273.0,2020.0,3031.0,2392.0,3403.0
060952527026,0.011827204916158945,0.0060848652209199335,80.21205381594258,0.0,6.0,6.376726947898627,5.713732805509369,6.343880434126331,1.8551181102362204,37015.92598425197,1.031634446397188,0.5307557117750439,49630.33759507371,587.0,302.0,568.0,261.0,3.0,80.0,364.0,204.0,488.0
060014511013,0.009101382677038887,0.00931787608039376,66.82079110373252,30.0,72.0,6.958448393297655,6.981934677156389,6.90875477931522,1.4697247706422019,43353.706422018346,1.04995004995005,1.074925074925075,115475.95963290057,1051.0,1076.0,1000.0,614.0,73.0,263.0,604.0,396.0,737.0
060971543041,0.005073618299999621,0.001473343305458405,26.622563435953836,0.0,28.0,6.821107472256465,5.58724865840025,6.478509642208569,1.348663101604278,29320.235294117647,1.4070660522273426,0.40860215053763443,180540.7644445323,916.0,266.0,650.0,204.0,122.0,143.0,416.0,234.0,507.0
060133551121,0.01594848011545954,0.3104204170435369,95.76991048821853,73.0,93.0,6.86484777797086,9.832421104102268,6.9726062513017535,1.4597014925373135,54984.82587064677,0.8969072164948454,17.457357075913777,60004.71797887745,957.0,18627.0,1066.0,566.0,52.0,229.0,738.0,328.0,837.0
060014415031,0.08744347664041242,3.009504239860725,516.8229891908541,154.0,220.0,7.418780882750793,10.956736299452707,7.652070746116482,2.2714776632302405,80036.79266895761,0.7914489311163896,27.23895486935867,19051.30743341751,1666.0,57338.0,2104.0,1460.0,20.0,617.0,1370.0,734.0,1487.0
060552018001,0.0036863366166837446,0.021917182380037096,29.746627088873744,82.0,20.0,6.345636360828595,8.126813720726114,6.410174881966167,1.6742556917688267,33594.010507880914,0.9358552631578947,5.564144736842105,154352.78240413556,569.0,3383.0,607.0,178.0,13.0,101.0,430.0,177.0,506.0
060952529034,0.028203633984510874,0.012346655220687165,84.9714282622719,0.0,41.0,6.838405200847344,6.013715156042801,6.695798917058491,1.4685534591194969,32376.394129979035,1.1520395550061804,0.5043263288009888,33044.38700622211,932.0,408.0,808.0,469.0,96.0,215.0,557.0,251.0,593.0
060952508011,0.06502457512588757,0.3080619722548238,129.83299745755735,1.0,37.0,6.408528791059498,7.962763930168115,6.48768401848461,1.6952998379254458,52880.92382495948,0.9223744292237442,4.36986301369863,9318.553396954676,606.0,2871.0,656.0,284.0,10.0,134.0,507.0,149.0,522.0
060971506122,0.02104315136039667,0.15140168247925037,33.317511480611756,0.0,50.0,6.790097235513905,8.76248954737158,6.75110146893676,1.7633928571428572,53922.271205357145,1.03859649122807,7.472514619883041,42198.00264896735,888.0,6389.0,854.0,443.0,139.0,359.0,350.0,504.0,495.0
060133150001,0.06364060169339132,1.8515100475712918,186.6295830491103,21.0,8.0,6.159095388491933,9.527556974530281,6.456769655572163,1.625,33709.00793650794,0.7409733124018838,21.55729984301413,7415.648922868594,472.0,13732.0,636.0,365.0,83.0,136.0,423.0,213.0,500.0
060133040021,0.04202552155217062,0.0983988566907801,118.03977629971496,70.0,11.0,6.76619171466035,7.616283561580384,6.872128101338986,1.7337016574585635,29246.24309392265,0.8984455958549222,2.1036269430051813,20629.321004433066,867.0,2030.0,964.0,490.0,210.0,275.0,581.0,383.0,689.0
060855052023,0.31625984893753273,20.18352119387832,361.4215423226524,0.0,30.0,6.492239835020471,10.646804897008648,7.215975002651466,2.191240875912409,47153.83941605839,0.4842027920646583,30.90154298310066,2082.7295730516994,659.0,42057.0,1360.0,917.0,46.0,679.0,613.0,747.0,681.0
060855117071,0.05245659520837804,0.05217033820860517,180.69182356650765,0.0,265.0,7.2909747781429814,7.285506548522785,7.47477218239787,1.8951612903225807,83686.94153225806,0.8315371525808282,0.8269994327850255,27945.91485744503,1466.0,1458.0,1762.0,573.0,26.0,499.0,1311.0,451.0,1263.0
060971541003,0.009070822372222346,0.004806394873331652,33.007424637726494,0.0,38.0,6.456769655572163,5.823045895483019,6.508769136971681,1.588235294117647,47479.17956656347,0.9478390461997019,0.5022354694485842,70113.92165777912,636.0,337.0,670.0,197.0,76.0,104.0,488.0,182.0,566.0
060855046021,0.05762315311983275,2.5331506672851445,260.65195133469945,0.0,49.0,6.70196036600254,10.484053768176494,7.10002716662926,2.176258992805755,49350.98321342926,0.6707920792079208,29.488448844884488,14107.912060214585,813.0,35740.0,1211.0,711.0,131.0,428.0,685.0,526.0,783.0
060133780001,0.32425226714630706,0.8939726160479511,315.94624568205154,144.0,32.0,6.904750769961838,7.918264686095274,7.154615356913663,1.5926285160038798,41868.21629485936,0.778125,2.1453125,3070.6824550392153,996.0,2746.0,1279.0,378.0,395.0,562.0,562.0,717.0,717.0
060133551071,0.06501109676791327,0.0221176896496341,190.82242764932525,105.0,41.0,7.177018765909899,6.100318952020064,7.319202458767848,2.0555555555555554,50870.2962962963,0.8667992047713717,0.29489728296885354,20118.642107708198,1308.0,445.0,1508.0,859.0,19.0,325.0,1159.0,349.0,1183.0
060816138004,0.019254636104142294,0.06272146649931791,52.59071795363607,56.0,69.0,6.945051063725834,8.125335086714289,6.953684210870537,1.4024163568773234,47837.35130111524,0.9904489016236867,3.226361031518625,53856.15909618815,1037.0,3378.0,1046.0,365.0,266.0,254.0,599.0,447.0,792.0
060133552001,0.09885939525333724,0.055978742738088436,126.87010255107262,37.0,15.0,6.453624998892692,5.886104031450156,6.925595197110468,2.090497737556561,50763.10708898944,0.6227897838899804,0.3526522593320236,6412.148678234483,634.0,359.0,1017.0,614.0,21.0,578.0,282.0,735.0,439.0
060855046011,0.13245421710946748,6.814874592676633,348.37434016883316,0.0,13.0,6.447305862541213,10.386376557609095,7.142036574706802,1.546003016591252,35508.09954751131,0.49841772151898733,25.643987341772153,4755.36045230129,630.0,32414.0,1263.0,939.0,9.0,686.0,793.0,470.0,577.0
060133560024,0.06104372801177572,0.04640291316653317,81.78513690251006,90.0,135.0,6.917705609835305,6.643789733147672,6.922643891475888,1.8384912959381043,67668.46518375241,0.994088669950739,0.7556650246305419,16528.13465254543,1009.0,767.0,1014.0,368.0,20.0,102.0,825.0,189.0,912.0
060014507013,0.018681187668460157,0.025598991942685605,52.73308236702857,135.0,267.0,7.090076835776092,7.404887575616125,7.191429330036379,2.4077429983525533,101138.02388797364,0.9028614457831325,1.2371987951807228,64181.21481840241,1199.0,1643.0,1327.0,432.0,33.0,74.0,1119.0,208.0,1253.0
060750601001,0.7924394996702097,3.7338001488220405,152.91134439530836,52.0,332.0,7.088408778675395,8.637816633739975,7.133295954896068,2.156797331109258,127625.5079232694,0.9553072625698324,4.501197126895451,1509.525409823913,1197.0,5640.0,1252.0,92.0,390.0,876.0,85.0,1167.0,376.0
060952535004,0.014856651592850828,0.008744986718014046,50.56337737829596,1.0,19.0,6.6293632534374485,6.100318952020064,6.421622267806518,1.675257731958763,27673.76288659794,1.2292682926829268,0.7235772357723578,50885.29798411608,756.0,445.0,614.0,142.0,42.0,122.0,421.0,193.0,492.0
060855126021,0.10122391262796943,0.7641791393543065,688.4768398783416,1.0,4.0,7.051855622955894,9.072571442231286,8.057694194815587,1.7066147859922178,22106.701167315176,0.3654211526282457,2.7587080430652313,11399.468229689192,1154.0,8712.0,3157.0,2663.0,244.0,1152.0,1687.0,1470.0,2005.0
060133010003,0.04596477076872145,0.030162421200211485,95.9820381359568,120.0,30.0,6.598509028614515,6.1779441140506,6.848005274576363,1.9206349206349207,39383.28042328043,0.778131634819533,0.5106157112526539,15945.995660833338,733.0,481.0,941.0,326.0,15.0,253.0,608.0,333.0,688.0
060952523051,0.07978852744422087,0.363447740926996,64.68548787015906,0.0,68.0,6.683360945766275,8.19863945529737,6.6895992691789665,2.229813664596273,69105.76894409939,0.9925373134328358,4.5211442786069655,10000.437870348862,798.0,3635.0,803.0,592.0,14.0,288.0,481.0,322.0,515.0
060133040052,0.08972350297082042,0.15101654656654956,142.32149138687996,62.0,46.0,6.722629794855448,7.242797922793756,6.881411303642535,2.1435239206534424,58145.94049008168,0.8521560574948666,1.4342915811088295,9249.64194461879,830.0,1397.0,973.0,865.0,0.0,116.0,662.0,311.0,857.0
060855123111,0.9278273541357104,3.845514311394371,288.9879187313247,0.0,140.0,7.154615356913663,8.57583938684897,7.321849713788356,2.1247130833970926,60007.07727620505,0.845340383344349,3.5036351619299406,1377.4892138596344,1279.0,5301.0,1512.0,853.0,22.0,532.0,1073.0,439.0,980.0
060855050011,0.654361238656349,11.459612803291696,188.5088781045786,0.0,162.0,6.934397209928558,9.796403329926454,7.141245122350491,2.8856868395773296,96211.46013448607,0.8123515439429929,14.226444972288203,1566.9412828711643,1026.0,17968.0,1262.0,418.0,70.0,132.0,918.0,344.0,1130.0
060133020081,0.28280080268224395,0.05272123561316041,137.8952321681869,54.0,46.0,7.0085051820822795,5.332718793265369,7.163946684342547,2.4333042720139493,51707.63818657367,0.8552631578947368,0.15944272445820434,3906.343930850091,1105.0,206.0,1291.0,1033.0,23.0,285.0,836.0,455.0,1006.0
060816023001,0.5183670514531546,20.331462792849297,298.4471177320168,157.0,49.0,7.157735484249907,10.826217508039184,7.3901814282264295,2.280688622754491,47643.76497005988,0.7919753086419753,31.062962962962963,2474.0801510306756,1283.0,50322.0,1619.0,627.0,104.0,429.0,1017.0,602.0,1190.0
060855117051,0.13314682587974558,12.75755962858093,100.64972548311182,1.0,143.0,6.0112671744041615,10.571265641745532,6.390240667065349,2.1864406779661016,141119.84019370461,0.6828859060402684,65.43120805369128,3055.775836080319,407.0,38997.0,595.0,300.0,59.0,107.0,407.0,188.0,488.0
060855122002,0.03008162964008875,0.027355946559026345,129.23257613253452,1.0,117.0,7.102499355774649,7.007600613951853,7.327123292259293,1.9669621273166802,63741.01047542305,0.7981591058514136,0.7258382642998028,40355.8561452583,1214.0,1104.0,1520.0,1025.0,106.0,322.0,1106.0,414.0,1198.0
060411330001,0.009022621207213338,0.12724473793944296,115.45010179742444,77.0,18.0,6.55250788703459,9.19755903761145,7.253470382684527,1.5165745856353592,28701.201657458565,0.4953998584571833,6.986553432413305,77581.77599422762,700.0,9872.0,1412.0,939.0,268.0,415.0,759.0,653.0,997.0
060952521021,0.2074290595438088,1.0367270939699638,165.64575079371494,1.0,48.0,6.900730664045172,8.508959386489133,6.9411900550683745,1.885,43576.32,0.9593810444874274,4.794970986460348,4781.357892291801,992.0,4958.0,1033.0,35.0,213.0,422.0,483.0,550.0,611.0
060133031031,0.1647954201696722,0.28648598844443013,116.29383133615754,108.0,36.0,7.025538314638521,7.5781454724194655,7.038783541388541,1.9630266552020637,32632.24505588994,0.9859649122807017,1.7140350877192982,6819.577894960537,1124.0,1954.0,1139.0,501.0,52.0,174.0,769.0,370.0,965.0
060952529042,0.12965165025373165,1.0294681811066912,34.92385976510958,0.0,48.0,6.731018100482083,8.801920904041582,6.77078942390898,2.0095351609058403,63446.09058402861,0.9598623853211009,7.621559633027523,6454.760480965489,837.0,6646.0,871.0,619.0,32.0,425.0,455.0,416.0,446.0
060133200011,0.16665258006437805,0.30050184032698046,99.24858259997993,77.0,14.0,6.345636360828595,6.934397209928558,6.634633357861686,2.4957264957264957,41085.57264957265,0.7477003942181341,1.3482260183968462,3413.2885743514726,569.0,1026.0,760.0,322.0,21.0,88.0,531.0,229.0,672.0
060855087042,0.8709122099486353,24.965481115140488,220.2972019451272,0.0,94.0,6.767343125265392,10.121940118362215,7.057036981697891,1.9266365688487586,73032.53498871332,0.7476313522825151,21.43152454780362,995.6561383393545,868.0,24882.0,1160.0,390.0,67.0,602.0,524.0,636.0,558.0
060133470002,0.17300522064746443,0.10649349435103102,63.73070024448025,131.0,199.0,6.831953565565855,6.34738920965601,6.896694331622712,2.007502679528403,101937.0857449089,0.9362992922143579,0.5763397371081901,5351.439634679727,926.0,570.0,988.0,165.0,103.0,73.0,860.0,128.0,915.0
060014371011,0.08735503801786555,2.1143467470726507,151.0439579163028,93.0,149.0,6.942156705699469,10.127750477118253,7.04315991598834,2.3655107778819118,80494.98594189316,0.903056768558952,21.85764192139738,11835.75290472119,1034.0,25027.0,1144.0,888.0,0.0,98.0,912.0,232.0,1046.0
060971543043,0.04025046817153542,0.004512154393751742,69.89628710087251,0.0,24.0,6.666956792429207,4.48863636973214,6.842683282238422,1.4754098360655739,34050.35308953342,0.8377801494130203,0.09391675560298826,19501.878740554406,785.0,88.0,936.0,138.0,185.0,75.0,665.0,271.0,861.0
060759809001,0.24916530168685835,16.182937047409553,59.92255517777432,17.0,22.0,5.3706380281276624,9.539644119118783,5.53338948872752,1.4912280701754386,60631.008771929824,0.8458498023715415,54.93675889328063,857.8675812852433,214.0,13899.0,252.0,192.0,31.0,193.0,75.0,177.0,59.0
060952529031,0.04193688802170966,0.04111751720778638,17.480599643554935,1.0,27.0,6.335054251498058,6.315358001522335,6.073044534100404,1.5270506108202444,43367.22513089005,1.2972350230414746,1.271889400921659,13423.935100299985,563.0,552.0,433.0,154.0,59.0,112.0,304.0,129.0,321.0
060133560022,0.05915785463902375,0.7416294038578174,67.75956530899688,34.0,34.0,6.284134161070802,8.8110561229431,6.210600077024653,1.5595026642984013,44354.0674955595,1.0742971887550201,13.467871485943775,9042.600435893508,535.0,6707.0,497.0,254.0,18.0,119.0,357.0,140.0,378.0
060952529043,0.14515499214221025,0.03216262216562093,64.12825248108769,0.0,15.0,6.532334292222349,5.030437921392435,6.352629396319566,1.688125894134478,37069.78540772532,1.1951219512195121,0.26480836236933797,4724.982826191171,686.0,152.0,573.0,158.0,74.0,203.0,425.0,148.0,370.0
060855081021,1.9357906370198807,16.004813916051557,377.5524720944941,1.0,293.0,7.173191742486598,9.28489110324048,7.410347097821024,2.212375859434683,115656.36363636363,0.7882637628554144,6.517241379310345,672.1099815659549,1303.0,10773.0,1652.0,497.0,12.0,828.0,805.0,847.0,824.0
060014511011,0.06521091196824291,0.7056958362176478,99.83602405679048,67.0,142.0,6.674561391814426,9.054972284742485,6.775366090936391,2.293167701863354,96291.54285714286,0.9029680365296804,9.771689497716896,12128.871767246705,791.0,8560.0,875.0,344.0,0.0,184.0,684.0,191.0,691.0
060855121001,0.07917686235623786,0.25973959120247575,426.4637628815677,0.0,40.0,7.024649030453636,8.212025804623437,8.19863945529737,1.7085582112567463,33788.27293754819,0.30885588558855886,1.0132013201320131,14182.436506328362,1123.0,3684.0,3635.0,3098.0,71.0,1196.0,2074.0,1561.0,2439.0
060952523172,0.25475206940555767,0.3039589330017643,132.2574434715538,0.0,67.0,7.182352111885263,7.358830898342354,7.351799869057777,2.8877937831690677,75733.78316906748,0.8434894162924952,1.0064143681847337,5160.881522958541,1315.0,1569.0,1558.0,1176.0,0.0,126.0,1191.0,367.0,1432.0
060014506012,0.1471413737784241,0.15985253957603665,112.80506107979345,173.0,223.0,7.04490511712937,7.1276936993473985,7.16703787691222,2.1264069264069265,94974.48484848485,0.8842592592592593,0.9606481481481481,7787.428030621271,1146.0,1245.0,1295.0,326.0,3.0,231.0,1051.0,244.0,1064.0
060971541002,0.04031993676490657,0.1957922855250607,33.91376383481456,1.0,11.0,6.593044534142437,8.172164452111904,6.576469569048224,1.7918918918918918,34045.56756756757,1.0153203342618384,4.930362116991644,18079.385498880612,729.0,3540.0,717.0,168.0,163.0,115.0,418.0,299.0,602.0
060952522014,0.168971259546813,0.2750201672121768,127.10148442633347,0.0,113.0,7.268920128193721,7.755767170102997,7.227662498728654,2.2907702984038862,69117.38237335184,1.0413943355119826,1.6949891067538125,8485.65035607854,1434.0,2334.0,1376.0,397.0,45.0,30.0,1198.0,178.0,1346.0
060133553061,0.037071118186560205,0.05642349852801875,55.0328225991286,58.0,79.0,6.381816017406098,6.80128303447162,6.327936783729195,1.8459016393442622,69278.77049180328,1.0535714285714286,1.6035714285714286,15914.354833129883,590.0,898.0,559.0,208.0,34.0,60.0,405.0,154.0,499.0
060133270005,0.5073057744181522,17.119275868252863,198.47433242788733,96.0,23.0,6.652863029353346,10.170456583390367,6.779921907472252,1.6844106463878328,39034.86692015209,0.8795454545454545,29.680681818181817,1524.7070568292454,774.0,26119.0,879.0,145.0,0.0,787.0,756.0,123.0,92.0
060855122001,0.030440276592038802,0.017061796198319386,52.2366510862458,0.0,82.0,6.579251212010101,6.00141487796115,6.626717749249025,1.8607764390896921,66182.25167336011,0.952317880794702,0.5337748344370861,23619.02190834375,719.0,403.0,754.0,180.0,60.0,140.0,565.0,189.0,614.0
060411212002,1.037094534268459,12.11737793653611,217.08835839983982,168.0,85.0,6.984716320118265,9.44208681209766,7.276556402718709,1.8235823582358235,63116.40864086409,0.7461964038727524,8.718533886583678,1039.4066016615352,1079.0,12607.0,1445.0,382.0,146.0,860.0,470.0,975.0,585.0
060133922002,0.6931276580240814,0.7928182409374215,204.3738257591476,181.0,112.0,7.390798521735676,7.5251007461258,7.604396348796338,2.458409228901032,61179.97024893746,0.8071748878923767,0.9232685600398605,2336.2317945271147,1620.0,1853.0,2006.0,1548.0,14.0,543.0,1212.0,794.0,1463.0
060014501021,0.1546314429850239,1.1700249868448578,95.46917970544789,8.0,13.0,5.575949103146316,7.596392304064196,5.973809611869261,2.0854092526690393,55189.39501779359,0.6692111959287532,5.0636132315521625,1699.8183777051838,263.0,1990.0,392.0,345.0,0.0,137.0,172.0,220.0,255.0
060952524022,0.21598922804970366,1.1935470320506165,64.74580273138741,0.0,20.0,6.597145701886651,8.305484017727691,6.656726524178391,2.3847184986595176,38033.52278820375,0.9408740359897172,5.199228791773779,3388.057901681798,732.0,4045.0,777.0,57.0,1.0,96.0,530.0,247.0,681.0
060855047001,0.13572259177897075,5.701611390454251,71.50175009787851,0.0,10.0,5.375278407684164,9.108639817149843,5.855071922202427,2.847926267281106,66404.88479262673,0.6160458452722063,25.879656160458453,1583.113574475025,215.0,9032.0,348.0,249.0,55.0,114.0,84.0,264.0,234.0
060133050003,0.3331858219464834,3.1307277537776277,152.43064186141106,44.0,1.0,6.20050917404269,8.439015410352214,6.322565239927284,1.7696850393700787,25883.523622047243,0.8833034111310593,8.299820466786356,1475.653469603594,492.0,4623.0,556.0,221.0,92.0,262.0,206.0,350.0,294.0
060855031151,2.2665977654897893,1.182766509950826,690.1993297336936,0.0,321.0,7.841492924460012,7.191429330036379,7.989899374942939,2.070209464701319,75203.36384794414,0.8617417824466282,0.44967807522873604,1120.9458691429897,2543.0,1327.0,2950.0,1731.0,40.0,1435.0,2356.0,594.0,1515.0
060014507521,0.37826912770985976,1.0439215525666872,222.3654760324953,95.0,423.0,7.405495663199472,8.420241665339788,7.496652438168283,2.7686746987951807,120200.12108433736,0.9123196448390677,2.5177580466148726,4345.112012770394,1644.0,4537.0,1801.0,1635.0,0.0,191.0,1477.0,324.0,1610.0
060952522011,0.35837187336778664,0.4651031544718786,101.10716191372677,0.0,114.0,7.160069207596126,7.4205789054108005,7.188412736496954,2.253302253302253,73750.78477078477,0.9712990936555891,1.2605740181268883,3587.451258506595,1286.0,1669.0,1323.0,926.0,19.0,11.0,1096.0,227.0,1312.0
060952521022,0.10113421761453134,0.859265165408455,67.3586777630005,0.0,41.0,6.513230110912307,8.651549243915316,6.580639137284948,2.1744868035190614,55698.460410557185,0.9334257975034674,7.930651872399445,6653.523225414272,673.0,5718.0,720.0,48.0,2.0,42.0,564.0,156.0,678.0
060971541004,0.011033177682189492,0.01225908631354388,12.746387251311532,0.0,26.0,6.259581464064922,6.364750756851911,6.2324480165505225,1.5889101338432123,44379.10325047801,1.0255402750491158,1.1394891944990178,47310.8456927099,522.0,580.0,508.0,159.0,75.0,70.0,294.0,214.0,438.0
